Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
O. Rathbone,Wrexham,Wrexham,"RCMF, LCMF",28,1200000,30/06/2027,12,582,1,0.21,0,0.21,20.88,52.59,England,England,right,170,66,no,9.43,9.28,56.67,3.09,65,0.93,1.17,0.31,3.25,4.09,1.86,3,0.46,0,0,2.32,0.15,1,0.15,0.03,1,0.15,4,0.62,50,25,0,1.24,50,0.15,100,1.08,42.86,0,1.86,75,6.8,40.91,0.77,0.93,0.46,20.57,0.46,1.24,32.63,81.99,8.04,65.38,9.74,93.65,8.97,84.48,27.68,88.83,3.71,41.67,18.37,24.01,0.03,0.31,0,0,0,0,0,4.18,62.96,1.7,27.27,0.31,0,0.31,0.62,5.26,67.65,0,,0,,0,0,0,0,,,0.31,,,0,0,0,0,0,0
T. Iwata,Birmingham City,Birmingham City,"RDMF, RCMF",27,1200000,30/06/2027,11,1050,5,0.63,2,0.48,11.23,59.54,Japan,Japan,right,176,73,no,6.6,4.29,66,1.29,80,0.09,0.2,0.09,3.69,8.43,1.2,3,0.26,0,0,1.2,0.43,5,0.43,0.05,0,0,12,1.03,41.67,41.667,0.17,0.94,36.36,0.17,100,0.77,22.22,0.09,0.69,62.5,4.03,53.19,0.69,1.46,0.17,43.37,0.17,1.03,59.14,89.42,14.49,73.37,11.14,97.69,23.91,94.98,56.06,91.28,2.23,61.54,16.46,41.87,0.04,0.86,0.09,0,0,0,0.26,6.17,79.17,1.8,57.14,0.26,100,0.69,0.34,6.26,73.97,0,,0,,0,0,0,0,,,0.86,,,0,0,0,0,0,0
C. Tiéhi,Rotherham United,Rotherham United,"DMF, RDMF, RCMF",26,1000000,30/06/2026,14,1044,0,0.73,1,0.23,15,53.45,France,"France, Côte d'Ivoire",right,184,76,no,7.07,5.86,69.12,2.76,40.63,0.17,0.25,0.17,2.84,4.13,1.12,3,0.26,0,0,1.21,0,0,0,0.06,0,0,9,0.78,22.22,0,0.09,1.21,28.57,0.09,100,1.12,23.08,0.17,0.95,72.73,4.74,43.64,1.12,0.6,0.09,17.07,0.09,0.6,32.16,82.57,9.91,66.96,5.17,95,11.98,92.81,29.31,87.35,1.64,36.84,18.65,23.75,0.02,0.34,0.09,0,0,0,0,4.66,66.67,1.12,53.85,0.26,0,0.26,0.43,4.4,68.63,0,,0,,0,0,0,0,,,0.69,,,0,0,0,0,0,0
L. Bate,Stockport County,Stockport County,"LCMF, LDMF",22,1000000,30/06/2027,14,1235,1,0.85,2,1.7,12.02,58.79,England,England,left,170,63,no,8.31,6.78,73.12,1.46,20,0.29,0.4,0.07,3.06,4.21,0.87,1,0.07,0,0,0.95,0.07,1,0.07,0.06,0,0,10,0.73,20,10,0.15,0.44,0,0.36,0,0.07,0,0,0.95,76.92,2.99,46.34,0.36,1.17,0.29,37.17,0.22,0.51,55.24,88.79,16.62,74.12,10.79,95.95,18.73,95.33,49.99,92.13,4.81,62.12,19.08,41.56,0.12,0.95,0.07,0.15,0.22,33.33,0.15,9.33,80.47,1.46,55,0.44,16.67,0.51,0,8.53,81.2,0,,0,,0,0,0,0,,,1.31,,,1.02,0,0,0.87,0,0
O. Norwood,Stockport County,Stockport County,"RCMF, RDMF, LDMF",33,1000000,30/06/2027,14,940,0,0.16,1,2.87,9.48,58.59,England,"England, Northern Ireland",right,180,75,no,7.18,4.98,59.62,1.82,63.16,0.57,0.81,0.1,3.64,5.14,0.86,3,0.29,0,0,0.48,0,0,0,0.01,0,0,7,0.67,14.29,0,0.1,0.96,40,0.19,50,0.67,42.86,0,0,0,1.63,52.94,0,0.29,0,46.63,0,0.77,63.57,85.99,20.49,70.56,9.38,97.96,26.04,91.18,52.95,92.77,9.67,53.47,23.6,42.14,0.27,1.82,0.19,0,0,0,0.29,12.45,63.08,2.49,38.46,0.67,28.57,0.57,0.38,10.44,75.23,0,,0,,0,0,0,0,,,1.63,,,0.96,0.1,0,3.73,0,0
J. Griffiths,Bristol Rovers,Bristol Rovers,GK,23,1000000,30/06/2027,17,1689,0,0,0,0,0.8,93.33,England,England,right,198,87,yes,1.23,0.21,75,0.43,100,0,0,0,1.07,1.42,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,100,0,0,0,12.04,0.11,0.16,18.76,81.25,12.79,73.33,0.05,100,5.6,100,7.89,95.95,10.82,70.94,41.38,53.89,0,0,0,0,0,0,0,5.28,69.7,0.16,0,0.21,25,0,0,8.47,84.28,23,1.23,93,4.96,6,75.27,30.19,1.61,7.19,0.383,0,1.6,0.43,,,,0,0,0
N. Lonwijk,Huddersfield Town,Huddersfield Town,LCB,22,1000000,30/06/2025,12,1175,0,0.04,1,0.06,16.24,64.62,Netherlands,"Netherlands, Suriname",right,189,74,yes,10.19,5.74,74.67,5.13,58.21,0.92,1.35,0.38,4.98,7.33,0.46,3,0.23,0,0,0.69,0,0,0,0,0,0,1,0.08,100,0,0.08,0.77,30,0.77,30,0,0,0,0.38,80,1.84,54.17,0.46,0.84,0,32.63,0.54,1.15,48.64,83.31,22.21,72.76,4.75,91.94,17,94.14,42.97,88.95,4.98,41.54,20.39,41.12,0,0.15,0.08,0,0.15,50,0.08,7.43,63.92,1.69,40.91,0.69,33.33,0.38,0.23,9.88,75.97,0,,0,,0,0,0,0,,,2.53,,,0,0,0,0,0,0
S. Perkins,Leyton Orient,Leyton Orient,"RAMF, CF, AMF",20,1000000,30/06/2025,10,348,1,0.45,0,0.05,26.9,24.04,England,"England, Republic of Ireland",left,188,75,yes,4.4,5.69,54.55,4.66,11.11,0,0,0,1.29,2.17,1.81,1,0.26,0,0,1.55,0.26,1,0.26,0.12,0,0,6,1.55,50,16.667,0,0.52,50,0,0,0.52,50,0,1.55,33.33,9.57,18.92,1.03,0.52,0,10.09,1.55,0.26,16.81,80,3.36,69.23,4.91,94.74,4.4,94.12,15.26,83.05,1.03,50,13.39,11.54,0.01,0.26,0,0,0,0,0,1.29,60,1.29,80,0,0,0.52,0.26,2.33,77.78,0,,0,,0,0,0,0,,,0.26,,,0,0,0,0,0,0
D. Kasumu,Huddersfield Town,Huddersfield Town,"DMF, RCMF, LCMF",25,1000000,30/06/2027,12,868,2,0.57,0,0.19,18.25,52.84,England,"England, Nigeria",right,180,70,no,8.19,7.15,69.57,3.32,21.88,0.41,0.57,0.1,2.8,3.88,1.76,3,0.31,0,0,1.56,0.21,2,0.21,0.06,0,0,9,0.93,66.67,22.222,0,0.31,0,0,0,0.31,0,0,1.14,72.73,5.18,58,0.41,0.41,0.31,18.25,0.41,2.28,28,81.11,8.61,72.29,5.5,96.23,8.29,83.75,25.4,85.71,2.28,40.91,16.32,30.6,0.02,0.41,0,0,0.21,50,0,4.25,60.98,1.04,60,0.31,33.33,0.52,0.21,2.9,75,0,,0,,0,0,0,0,,,0.41,,,0,0,0,0,0,0
B. Radulovi?,Huddersfield Town,Huddersfield Town,CF,24,1000000,30/06/2027,11,582,1,1.67,0,0.07,25.52,33.33,Spain,"Spain, Serbia",right,191,79,no,4.02,3.56,69.57,7.89,29.41,0.15,0.23,0.31,1.39,2.08,0.77,0,0,0,0,1.39,0.15,1,0.15,0.26,0,0,6,0.93,50,16.667,0,0.77,0,0,0,0.77,0,0,1.39,66.67,9.12,27.12,2.32,0,0,12.37,2.16,1.24,19.18,77.42,2.47,56.25,6.34,95.12,5.26,70.59,17.63,81.58,0.77,60,16.49,11.58,0.01,0.15,0,0,0,0,0.15,1.86,41.67,0.46,0,0,0,0.15,0,0.93,50,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0,0,0
E. Erhahon,Lincoln City,Lincoln City,"DMF, RCMF",23,1000000,,15,1354,0,0.01,0,0.29,12.7,59.16,Scotland,"Scotland, Nigeria",left,176,69,no,8.71,5.12,67.53,1.79,40.74,0.33,0.41,0.27,4.92,6.02,0.6,4,0.27,0,0,0.53,0,0,0,0,0,0,1,0.07,0,0,0,0.2,33.33,0.13,0,0,0,0.07,0.47,85.71,3.39,64.71,0.07,0.47,0,17.48,0.13,1.73,32.77,85.6,11.37,74.85,5.05,93.42,12.9,93.81,30.18,87,2.39,72.22,19.65,33.06,0.02,0.2,0.13,0.07,0.07,100,0.07,5.58,70.24,0.8,58.33,0.13,50,0.33,0.07,5.32,78.75,0,,0,,0,0,0,0,,,0.4,,,0.07,0,0,0,0,0
J. Whitworth,Exeter City,Exeter City,GK,20,1000000,30/06/2027,16,1580,0,0,0,0,0.57,70,England,England,right,179,70,yes,1.42,0.06,0,0.34,83.33,0,0,0,1.42,2.03,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64,0.17,0.17,33.44,89.61,15.15,78.57,0.06,100,15.32,98.51,23.47,99.03,9.91,67.82,29.36,51.82,0,0,0,0,0,0,0,2.96,42.31,0.4,14.29,0.17,66.67,0.06,0,6.84,82.5,15,0.85,67,3.82,9,77.61,17.25,0.98,2.25,0.128,0,1.82,0.34,,,,0,0,0
R. Woods,Exeter City,Exeter City,"LCMF, RCMF, DMF",30,1000000,30/06/2026,13,1218,1,0.28,0,0.18,13.15,48.31,England,England,right,173,70,no,6.87,4.51,62.3,2.66,33.33,0.44,0.61,0.44,3.62,4.97,0.89,6,0.44,1,0.07,0.67,0.07,1,0.07,0.02,0,0,2,0.15,50,50,0,0.59,37.5,0.22,33.33,0.37,40,0.15,0.52,42.86,3.47,42.55,0.52,0.22,0.07,31.18,0.07,1.11,48.18,86.35,15.44,73.21,6.95,97.87,18.25,92.31,42.93,91.22,4.66,47.62,18.75,37.43,0.01,0.3,0,0,0.15,100,0.07,5.99,61.73,1.4,47.37,0.15,50,0.59,0.22,6.28,70.59,0,,0,,0,0,0,0,,,1.03,,,0.3,0,0,0.89,0,0
Paik Seung-Ho,Birmingham City,Birmingham City,"LDMF, RDMF, LCMF",27,1000000,30/06/2028,15,1464,0,0.52,1,1.06,13.71,55.61,Korea Republic,Korea Republic,right,182,78,no,5.96,4.49,69.86,1.54,52,0.49,1.08,0,2.34,5.14,0.61,0,0,0,0,2.21,0,0,0,0.03,0,0,13,0.8,15.38,0,0.06,1.84,46.67,1.17,52.63,0.68,36.36,0.43,2.15,54.29,5.78,44.68,1.29,1.05,0.31,42.23,0.8,1.48,56.07,88.93,15.25,80.65,12.48,97.04,17.15,91.76,51.89,91.94,2.34,55.26,16.27,39.73,0.07,0.55,0.06,0.06,0.06,100,0.25,6.27,77.45,2.4,51.28,0.74,41.67,0.68,0.86,6.52,75.47,0,,0,,0,0,0,0,,,1.23,,,0.49,0,0,2.77,0,0
S. Carey,Blackpool,Blackpool,"LCMF, LW",23,900000,30/06/2025,11,468,0,0.26,0,0.23,16.92,50,England,England,right,184,73,no,5.96,7.12,51.35,2.12,45.45,0.19,0.25,0.19,2.12,2.77,2.12,1,0.19,0,0,2.31,0,0,0,0.05,0,0,7,1.35,14.29,0,0,1.35,42.86,1.35,42.86,0,0,0.58,1.92,70,5.58,51.72,0.58,1.15,0.58,22.31,0.58,1.15,37.12,81.35,9.42,61.22,8.08,97.62,13.65,84.51,31.73,87.27,4.04,47.62,18.52,24.81,0.04,0.38,0,0,0.19,100,0.19,6.54,61.76,3.08,56.25,0.38,50,0.96,0.96,5.96,74.19,0,,0,,0,0,0,0,,,2.5,,,0.19,0,0,0,0,0
L. Castledine,Shrewsbury Town,Shrewsbury Town,AMF,19,900000,30/06/2027,13,925,2,3.56,0,0.74,28.02,41.67,England,England,right,175,65,yes,5.94,5.74,54.24,9.63,34.34,0.29,0.35,0.1,2.53,3.06,1.75,3,0.29,0,0,2.72,0.19,2,0.19,0.35,0,0,26,2.53,26.92,7.692,0,1.17,16.67,0.1,0,1.07,18.18,0.19,2.53,73.08,9.15,43.62,3.02,0.58,0.19,11.29,1.07,1.75,20.43,73.81,5.55,61.4,4.48,84.78,5.45,73.21,17.61,79.56,1.85,52.63,16.25,25.86,0.07,0.19,0,0,0,0,0.1,2.34,62.5,0.97,40,0,0,0.49,0.19,3.02,58.06,0,,0,,0,0,0,0,,,0,,,0.39,0.39,0,0,0,0
C. Humphreys,Rotherham United,Rotherham United,RCB,26,900000,30/06/2025,15,1372,1,1.83,0,0.28,13.64,51.92,England,England,right,185,76,no,7.02,4.13,69.84,5.38,40.24,0.07,0.1,0.33,4.07,5.98,0.59,0,0,0,0,0.33,0.07,1,0.07,0.12,0,0,7,0.46,57.14,14.286,0,0.13,50,0,0,0.13,50,0.07,0.2,0,1.44,22.73,0.79,0.52,0.07,16.99,0.13,0.39,29.58,84.04,11.81,70.56,3.35,90.2,11.55,94.89,25.19,89.06,4.26,55.38,21.89,36.42,0.02,0.2,0,0,0,0,0.13,3.74,70.18,0.79,58.33,0.39,83.33,0.46,0.07,6.17,69.15,0,,0,,0,0,0,0,,,2.43,,,0.07,0,0,0,0,0
S. Schön,Bolton Wanderers,Bolton Wanderers,"LWB, LB",24,900000,30/06/2027,15,1320,1,1.49,3,2.66,19.57,52.26,Hungary,Hungary,left,171,65,no,9.2,7.36,69.44,3.07,31.11,0.95,1.36,0,3.14,4.48,0.89,5,0.34,0,0,2.86,0.07,1,0.07,0.1,0,0,17,1.16,29.41,5.882,0.2,2.18,31.25,1.98,31.03,0.2,33.33,0.14,3,59.09,6.14,50,2.52,1.16,0.2,24.34,1.91,1.77,34.23,77.09,9.82,61.11,8.93,93.89,9.07,81.95,29.59,84.79,2.45,25,17.84,35.27,0.18,1.5,0.14,0,0.14,50,0.55,3,50,3,68.18,0.27,50,1.5,0.75,6.41,57.45,0,,0,,0,0,0,0,,,0.48,,,0.41,0,0,2.52,0,0
G. Docherty,Charlton Athletic,Charlton Athletic,"RCMF, DMF, RDMF",28,900000,30/06/2027,14,1049,1,1.59,0,1.39,19.05,45.05,Scotland,"Scotland, Republic of Ireland",right,177,72,no,7.29,7.38,55.81,3.43,37.5,0.09,0.12,0.09,3.09,4.3,2.23,1,0.09,1,0.09,1.46,0.09,1,0.09,0.14,0,0,10,0.86,50,10,0,1.54,33.33,0.17,0,1.2,28.57,0.17,1.46,35.29,4.8,35.71,1.29,0.77,0.26,16.82,0.34,0.77,30.89,76.94,12.01,60.71,5.83,98.53,8.32,84.54,25.57,84.56,4.03,42.55,19.72,36.55,0.12,0.43,0,0,0.09,0,0.09,4.29,54,1.72,55,0.26,0,0.69,0.51,5.83,72.06,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0
A. Morley,Wycombe Wanderers,Wycombe Wanderers,"DMF, RDMF, LDMF",24,900000,30/06/2027,13,1206,1,0.49,3,1.18,6.94,60.22,England,England,right,174,72,yes,7.24,3.43,63.04,1.72,56.52,0,0,0.52,5.07,7.79,0.52,1,0.07,0,0,0.9,0.07,1,0.07,0.04,0,0,16,1.19,25,6.25,0.22,1.04,28.57,0.3,0,0.75,40,0.15,0.37,40,0.75,50,0.15,0.45,0.07,24.78,0.15,0.22,39.25,81.94,13.06,69.71,5.15,97.1,16.04,86.05,31.79,89.67,6.49,51.72,21.36,38.44,0.09,1.12,0.07,0,0.22,66.67,0.37,7.84,63.81,2.16,48.28,0.52,85.71,0.67,0.3,6.94,79.57,0,,0,,0,0,0,0,,,1.04,,,0.97,0.22,0,1.34,0,0
K. Baccus,Mansfield Town,Mansfield Town,"RCMF, RWB, AMF",26,900000,30/06/2026,14,921,1,1.02,2,0.32,21.6,42.99,South Africa,"South Africa, Australia",right,178,67,no,9.77,8.7,51.69,2.35,37.5,0.39,0.49,0.2,4.89,6.17,2.05,3,0.29,0,0,3.13,0.1,1,0.1,0.1,0,0,15,1.47,33.33,6.667,0.2,3.22,36.36,0,0,3.13,37.5,0.59,2.93,43.33,8.79,36.67,1.95,1.17,0,20.03,0.68,0.88,32.35,75.83,8.99,59.78,5.96,93.44,10.75,77.27,27.46,82.56,2.05,33.33,17.62,25.9,0.03,0.49,0,0,0.49,40,0.29,4.2,69.77,3.13,62.5,0.2,50,0.78,1.27,5.77,72.88,0,,0,,0,0,0,0,,,0.29,,,0.29,0,0,0.78,0,0
E. Embleton,Blackpool,Blackpool,"LW, AMF",25,900000,30/06/2026,15,551,0,0.48,1,1.14,10.94,47.76,England,England,right,173,66,no,4.74,3.59,59.09,0.33,0,0,0,0,2.61,4,0.98,0,0,0,0,3.43,0,0,0,0.08,0,0,13,2.12,7.69,0,0.16,3.1,31.58,1.8,27.27,1.31,37.5,0.65,2.61,62.5,5.88,47.22,1.63,3.1,0.33,21.72,0.33,0.33,31.2,76.96,8.82,62.96,6.37,94.87,8.82,72.22,25.97,85.53,2.12,38.46,16.3,17.12,0.19,1.14,0.16,0.16,1.47,44.44,0.33,4.25,69.23,4.41,33.33,1.47,33.33,0.82,0.98,4.74,68.97,0,,0,,0,0,0,0,,,0.33,,,0.49,0.16,0,1.8,0,0
P. Mullin,Wrexham,Wrexham,CF,30,900000,30/06/2027,15,721,1,2.18,0,0.21,23.09,31.35,England,"England, Wales",right,178,70,no,4.37,3.99,53.13,3.62,17.24,0.75,0.95,0,1.5,1.9,1.87,3,0.37,0,0,1.75,0.12,1,0.12,0.27,0,0,24,3,37.5,4.167,0,0.75,33.33,0.37,0,0.37,66.67,0,1.87,20,9.61,32.47,3.37,0.62,0.25,11.98,2.37,2,17.48,72.14,4.74,50,4.12,90.91,4.12,75.76,15.85,76.38,0.87,28.57,15.74,11.2,0.03,0.62,0,0,0.25,0,0.12,2.25,61.11,1.75,42.86,0.25,0,0.5,0.25,1.87,86.67,0,,0,,0,0,0,0,,,0,,,0.25,0.25,0,0,0,0
T. Fosu,Northampton Town,Northampton Town,"LWF, LAMF",29,900000,30/06/2025,14,768,3,1.91,2,1.68,30.7,35.88,England,"England, Ghana",right,180,67,no,7.15,5.86,64,4.57,20.51,0.23,0.32,0,3.16,4.35,1.05,2,0.23,0,0,4.34,0.35,3,0.35,0.22,0,0,14,1.64,50,21.429,0.23,1.52,46.15,1.29,45.45,0.12,0,0.23,5.04,55.81,16.64,31.69,3.28,2.58,0.23,17.23,1.76,1.52,24.84,83.96,6.33,75.93,5.86,94,6.45,83.64,22.5,86.98,0.82,71.43,14.67,13.29,0.2,1.76,0.35,0,0,0,0.35,1.99,88.24,2.58,77.27,0,0,1.76,0.82,4.45,71.05,0,,0,,0,0,0,0,,,0,,,0.59,0.12,0,1.76,1,0
C. Campbell,Reading,Reading,"RWF, LWF",21,900000,30/06/2026,12,891,3,2.25,1,0.5,22.32,42.53,England,"England, Wales",right,180,72,yes,6.57,5.56,69.09,2.83,28.57,0.2,0.28,0.2,2.53,3.52,1.11,0,0,0,0,2.83,0.3,3,0.3,0.23,0,0,16,1.62,43.75,18.75,0.1,1.62,18.75,0.1,100,1.52,13.33,0.2,3.03,60,11.62,33.91,3.03,2.53,0.1,15.96,2.42,1.11,21.11,78.47,3.84,50,6.67,96.97,5.66,78.57,18.89,85.56,0.71,14.29,17.1,21.9,0.05,0.61,0,0,0,0,0.1,1.31,76.92,2.22,50,0,0,0.91,0.3,2.73,55.56,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
V. Adeboyejo,Bolton Wanderers,Bolton Wanderers,CF,26,850000,30/06/2026,16,758,2,2.12,0,0.2,26.48,33.63,Nigeria,"Nigeria, England",right,180,65,no,4.04,4.75,57.5,4.75,30,0,0,0,1.31,2.04,1.19,2,0.24,0,0,1.54,0.24,2,0.24,0.25,0,0,12,1.42,41.67,16.667,0,0.59,20,0,0,0.59,20,0,1.54,38.46,11.64,22.45,2.26,0.83,0,9.38,2.02,0.59,15.55,76.34,2.97,56,6.17,84.62,2.61,77.27,14.72,79.84,0.36,0,12.69,9.9,0.02,0.24,0.12,0,0.24,100,0.12,1.07,44.44,0.83,57.14,0.24,100,0,0.12,1.42,58.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
E. Toal,Bolton Wanderers,Bolton Wanderers,"RCB, LCB",25,800000,30/06/2027,10,914,1,0.95,0,0.02,17.72,65,Northern Ireland,Northern Ireland,right,191,80,no,9.06,6.79,78.26,4.92,66,0.1,0.15,0.49,3.64,5.5,0.49,1,0.1,0,0,1.38,0.1,1,0.1,0.09,0,0,3,0.3,66.67,33.333,0,0.49,60,0,0,0.49,60,0.1,1.18,75,2.86,44.83,0.79,1.28,0.49,32.89,0.2,0.59,48.45,81.91,24.81,71.03,4.14,100,13.98,92.96,39.98,90.89,8.17,38.55,20.73,42.31,0,0.1,0,0.1,0.1,0,0,8.37,58.82,1.48,26.67,0.3,33.33,0.1,0.2,9.45,68.75,0,,0,,0,0,0,0,,,1.77,,,0,0,0,0,0,0
L. Barry,Stockport County,Stockport County,"LAMF, LWF",21,800000,31/05/2025,17,1366,13,6.57,1,3.75,20.82,43.67,England,"England, Republic of Ireland",right,174,65,yes,4.22,3.76,63.16,0.72,18.18,0.07,0.09,0.07,1.78,2.5,0.53,2,0.13,0,0,6.65,0.86,10,0.66,0.43,0,0,51,3.36,52.94,25.49,0.07,1.84,35.71,1.38,38.1,0.4,16.67,0.26,8.04,50,14.23,42.59,3.56,2.37,0.4,15.88,1.38,1.12,21.15,81,4.41,71.64,6.79,93.2,5.07,70.13,18.71,86.97,0.72,27.27,16.48,20.37,0.25,0.99,0.13,0,0.4,50,0.53,1.84,67.86,2.64,62.5,0.26,25,1.25,0.86,3.95,78.33,0,,0,,0,0,0,0,,,0.26,,,0,0,0,0.66,3,100
A. Collins,Peterborough United,Peterborough United,"LDMF, RDMF",25,800000,30/06/2026,15,1455,0,1.02,2,0.58,13.73,57.21,England,England,right,174,63,no,9.4,5.81,76.6,1.48,62.5,0.93,1.36,0.49,4.02,5.87,0.87,6,0.37,0,0,0.68,0,0,0,0.06,0,0,10,0.62,40,0,0.12,0.49,25,0.06,0,0.37,33.33,0.12,0.68,18.18,4.14,34.33,0.43,0.49,0.12,37.11,0.25,0.99,49.18,89.18,12.43,72.14,7.55,98.36,23.07,95.71,44.72,93.64,3.96,46.88,19.85,41.24,0.04,0.31,0,0.06,0.25,75,0.19,5.51,68.54,1.18,42.11,0.37,33.33,0.49,0.19,6,68.04,0,,0,,0,0,0,0,,,1.18,,,0,0,0,0.19,1,0
B. Waine,Mansfield Town,Mansfield Town,CF,23,800000,31/05/2025,11,357,1,0.71,0,0.01,26.97,25.23,New Zealand,"New Zealand, England",right,179,72,yes,4.03,2.77,54.55,6.81,11.11,0,0,0,2.52,3.03,1.01,0,0,0,0,1.01,0.25,1,0.25,0.18,0,0,5,1.26,40,20,0,1.26,0,0.25,0,1.01,0,0,1.51,33.33,11.09,27.27,2.27,0,0.76,8.32,3.78,1.51,11.34,71.11,1.26,60,4.54,77.78,3.53,64.29,10.08,80,0,0,16.2,0,0,0.25,0,0,0,0,0,1.01,75,0.5,0,0,0,0,0,1.01,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
S. Tickle,Wigan Athletic,Wigan Athletic,GK,22,800000,30/06/2028,16,1572,0,0,0,0.02,0.52,77.78,England,England,left,188,74,no,1.6,0.06,100,0.17,100,0,0,0,1.55,2.06,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.23,50,0,0,0,15.74,0.23,0.17,22.61,77.72,13.74,65.83,0,0,7.84,97.08,12.14,98.11,10.36,54.7,35.97,56.17,0,0.06,0,0,0,0,0,4.24,47.3,0.23,0,0.11,50,0,0,7.61,71.43,13,0.74,62,3.55,8,79.03,14.17,0.81,1.17,0.067,0,1.32,0.17,,,,0,0,0
J. Clarke-Harris,Rotherham United,Rotherham United,CF,30,750000,30/06/2026,12,848,4,3.36,1,0,28.13,40.75,England,"England, Jamaica",left,183,78,no,3.18,2.44,43.48,14.22,44.78,0.21,0.3,0.11,1.91,2.7,1.27,1,0.11,0,0,1.49,0.42,2,0.21,0.36,0,0,21,2.23,47.62,19.048,0.11,0.74,0,0.64,0,0.11,0,0.11,0.74,42.86,4.99,31.91,2.65,0.32,0,8.38,2.87,1.06,13.37,62.7,4.67,59.09,3.08,82.76,2.44,56.52,12.21,66.09,0.53,60,14.28,17.73,0,0,0,0.11,0.11,100,0.11,2.12,55,1.06,40,0.32,66.67,0.42,0,2.55,66.67,0,,0,,0,0,0,0,,,0.21,,,0.32,0.32,0,0,2,100
D. Charles,Bolton Wanderers,Bolton Wanderers,CF,29,750000,30/06/2026,16,1052,6,6.75,1,0.6,20.96,41.22,England,"England, Northern Ireland",right,178,67,no,4.62,4.96,67.24,1.03,33.33,0.34,0.51,0.17,0.94,1.4,1.54,0,0,0,0,3.17,0.51,4,0.34,0.58,0,0,34,2.91,44.12,17.647,0.09,0.43,20,0.17,50,0.26,0,0.09,3.34,53.85,9.24,40.74,3.17,1.37,0,7.96,0.86,1.54,10.35,69.42,2.74,56.25,2.31,92.59,2.22,57.69,9.75,71.05,0.17,100,12.83,4.35,0.05,0.43,0,0,0,0,0.26,1.2,57.14,0.94,54.55,0,0,0.77,0.09,1.28,93.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,3,66.667
D. Taylor,Wigan Athletic,Wigan Athletic,CF,20,750000,30/06/2027,13,916,2,2.84,2,0.22,20.73,34.6,Northern Ireland,Northern Ireland,right,185,71,yes,4.32,3.64,67.57,6.98,25.35,0,0,0.2,1.87,2.75,1.18,0,0,0,0,1.38,0.2,2,0.2,0.28,1,0.1,12,1.18,33.33,16.667,0.2,0.1,0,0,0,0,0,0,1.77,50,7.86,32.5,2.95,0.79,0,8.45,0.59,1.57,11.89,81.82,2.16,59.09,3.54,91.67,4.03,87.8,11.3,82.61,0.49,80,16.7,13.74,0.02,0.49,0,0,0.29,33.33,0.29,1.57,56.25,0.39,75,0.1,0,0.49,0,1.47,53.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
