Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
L. Trossard,Arsenal,Arsenal,"CF, LWF",29,35000000,30/06/2026,12,753,2,3.22,0,0.62,16.73,42.86,Belgium,Belgium,right,172,63,no,5.74,5.02,64.29,1.31,9.09,0,0,0,2.51,3.6,0.6,1,0.12,1,0.12,2.39,0.24,2,0.24,0.39,0,0,18,2.15,33.33,11.111,0,1.91,31.25,1.43,33.33,0.48,25,0,2.15,38.89,8.01,32.84,4.66,2.27,0.6,19,1.43,1.2,25.22,78.2,7.17,68.33,5.14,90.7,8.01,82.09,20.68,83.82,2.75,65.22,19.1,25.24,0.07,0.96,0.12,0,0.6,40,0.48,2.27,84.21,2.87,66.67,0.84,42.86,1.55,0.6,4.66,79.49,0,,0,,0,0,0,0,,,0.36,,,0.12,0,0,0.6,0,0
A. Onana,Manchester United,Manchester United,GK,28,35000000,30/06/2028,12,1204,0,0,0,0.6,0.67,77.78,Cameroon,Cameroon,right,190,93,no,1.57,0,0,0.3,100,0.07,0.1,0,1.5,1.97,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0.22,66.67,0,0,0,23.7,0.3,0.07,31.4,86.43,15.32,74.63,0,0,14.88,97.49,21.9,98.98,9.49,57.48,28.3,47.04,0.04,0.07,0,0,0,0,0.07,2.84,31.58,0.45,0,0.82,27.27,0,0,6.5,70.11,13,0.97,45,3.36,5,71.11,15.84,1.18,2.84,0.212,0,0.82,0.3,,,,0,0,0
Diogo Dalot,Manchester United,Manchester United,"LB, RB",25,35000000,30/06/2028,12,1164,0,1.35,1,0.97,12.53,51.85,Portugal,Portugal,right,184,76,no,7.89,6.26,53.09,2.01,61.54,0.62,0.81,0.39,3.94,5.19,1.16,3,0.23,0,0,1.55,0,0,0,0.1,0,0,4,0.31,50,0,0.08,1.08,42.86,0.46,50,0.62,37.5,0.23,1.39,61.11,2.55,57.58,1.08,1.08,0,30,1.7,0.39,42.68,86.23,15.15,76.02,5.95,94.81,15.54,90.55,37.04,90.61,4.56,61.02,19,35,0.08,0.46,0.08,0.08,0.15,50,0.39,3.4,65.91,1.08,57.14,0.31,50,0.54,0.46,7.5,60.82,0,,0,,0,0,0,0,,,0.77,,,0,0,0,0,0,0
M. Kilman,West Ham United,West Ham United,LCB,27,32000000,30/06/2031,12,1185,0,0.36,0,0.24,11.01,52.41,England,"England, Ukraine",left,194,89,no,8.13,3.11,53.66,4.56,58.33,0.15,0.18,0.68,6.3,7.3,0.38,3,0.23,0,0,0.08,0,0,0,0.03,0,0,3,0.23,0,0,0,0,0,0,0,0,0,0,0.3,25,2.13,39.29,0.3,0.84,0.08,30.76,0.38,0.23,42.08,89.17,17.01,81.25,2.35,93.55,19.44,94.92,36.08,94.11,6,59.49,21.2,37.2,0.02,0.15,0,0,0.08,0,0,5.09,73.13,0.38,40,0.68,44.44,0.23,0,7.22,72.63,0,,0,,0,0,0,0,,,0.99,,,0,0,0,0,0,0
I. Zabarnyi,Bournemouth,Bournemouth,RCB,22,32000000,30/06/2029,12,1204,0,0.08,0,0.03,10.91,65.75,Ukraine,Ukraine,right,189,81,no,7.4,4.71,76.19,3.36,53.33,0.45,0.55,0.22,3.36,4.13,0.3,1,0.07,0,0,0.22,0,0,0,0.01,0,0,1,0.07,0,0,0,0.07,0,0,0,0.07,0,0,0.22,100,0.9,58.33,0.15,0.6,0.07,27.58,0.22,0.07,42.91,86.93,16.59,75.68,3.59,95.83,18.99,94.49,35.21,93.21,7.62,58.82,23.34,39.85,0,0.22,0,0,0,0,0,6.2,65.06,0.37,40,0.22,33.33,0.07,0,8.15,73.39,0,,0,,0,0,0,0,,,2.77,,,0,0,0,0,0,0
A. Wharton,Crystal Palace,Crystal Palace,RCMF,20,30000000,30/06/2029,8,663,0,0.27,0,1.17,17.78,55.73,England,England,left,182,73,no,10.32,7.47,67.27,2.44,38.89,1.76,2.18,0,3.53,4.36,0.68,0,0,0,0,1.9,0,0,0,0.04,0,0,9,1.22,55.56,0,0,1.22,44.44,0.14,100,0.81,50,0,0.95,57.14,4.89,44.44,0.27,0.68,0,29.86,0,1.63,45.07,80.42,16.02,68.64,4.62,91.18,18.33,90.37,38.14,86.12,5.84,48.84,19.28,32,0.16,1.09,0.14,0,0.81,16.67,0.41,8.42,74.19,2.99,59.09,1.76,23.08,1.22,0.54,9.64,70.42,0,,0,,0,0,0,0,,,0.14,,,0,0,0,1.49,0,0
M. Kova?i?,Manchester City,Manchester City,"DMF, LCMF, LDMF",30,30000000,30/06/2027,11,975,3,0.99,0,0.71,13.2,51.75,Croatia,Croatia,right,177,80,no,5.54,4.8,57.69,0.37,100,1.02,1.62,0,1.75,2.79,0.92,3,0.28,0,0,1.29,0.28,3,0.28,0.09,0,0,20,1.85,25,15,0,0.18,0,0.09,0,0.09,0,0,1.38,46.67,5.63,44.26,0.83,2.58,0.46,57.32,0,0.65,68.86,94.5,17.08,86.49,6.18,100,30.83,98.8,66.37,96.11,2.31,56,16.69,29.82,0.07,1.11,0.18,0,0.28,66.67,0.09,9.78,89.62,2.03,68.18,1.02,45.45,1.66,0,5.45,89.83,0,,0,,0,0,0,0,,,0.55,,,0,0,0,0,0,0
T. Sou?ek,West Ham United,West Ham United,"RCMF, RDMF",29,30000000,30/06/2027,11,822,3,3.62,0,0.41,18.07,46.67,Czech Republic,Czech Republic,right,192,86,no,6.35,4.6,52.38,7.66,48.57,0.88,1.04,0.55,3.07,3.64,1.31,3,0.33,0,0,1.09,0.33,3,0.33,0.4,1,0.11,19,2.08,31.58,15.789,0,0.44,50,0,0,0.44,50,0.22,0.55,40,2.52,43.48,3.83,0.22,0,18.83,0.55,0.66,29.45,85.13,7.88,69.44,4.38,97.5,11.61,89.62,26.17,89.54,2.96,51.85,16.67,28.97,0.04,0.55,0,0,0,0,0.11,3.18,75.86,0.55,80,0,0,1.09,0.22,3.61,66.67,0,,0,,0,0,0,0,,,0.22,,,0,0,0,0,0,0
J. McGinn,Aston Villa,Aston Villa,"RW, LW, RAMF",30,30000000,30/06/2027,10,680,0,0.4,1,1.14,18.26,47.1,Scotland,Scotland,left,178,68,no,3.97,4.76,52.78,1.59,41.67,0,0,0,1.46,1.93,1.32,2,0.26,0,0,2.25,0,0,0,0.05,0,0,9,1.19,0,0,0.13,2.38,38.89,0.93,42.86,1.19,33.33,0.4,3.04,43.48,9.79,44.59,1.85,1.32,0,18,0.66,2.51,26.47,85.5,5.69,81.4,6.35,95.83,9,83.82,21.71,92.68,2.38,66.67,18.96,24.84,0.15,0.93,0,0,0,0,0.4,2.65,80,2.51,73.68,0.13,0,1.59,0.93,4.5,88.24,0,,0,,0,0,0,0,,,0.26,,,0.26,0,0,0.4,0,0
M. Wieffer,Brighton,Brighton,"LDMF, DMF, RDMF",25,30000000,30/06/2029,8,324,0,0.07,1,0.25,21.11,44.74,Netherlands,Netherlands,right,188,76,no,10.56,6.67,62.5,5.56,55,1.11,1.62,0.28,5.28,7.7,1.67,0,0,0,0,0.28,0,0,0,0.02,0,0,2,0.56,50,0,0.28,0.28,0,0,0,0.28,0,0,1.11,0,4.72,23.53,0.56,1.94,0,33.61,0,0.83,46.11,86.14,15.28,74.55,7.78,100,17.5,93.65,43.06,90.97,2.78,20,18.21,20.01,0.07,0.83,0,0,0.28,0,0.28,6.11,77.27,0.56,0,0,0,0.28,0,5.83,66.67,0,,0,,0,0,0,0,,,1.11,,,0,0,0,0,0,0
S. Adingra,Brighton,Brighton,"RAMF, RW",22,30000000,30/06/2026,8,282,1,0.15,1,0.33,16.91,49.06,Côte d'Ivoire,Côte d'Ivoire,right,175,65,no,7.98,7.66,75,1.28,50,0.32,0.46,0,1.91,2.77,0.96,0,0,0,0,2.55,0.32,1,0.32,0.05,0,0,3,0.96,33.33,33.333,0.32,4.79,26.67,0.64,50,4.15,23.08,0.96,4.47,21.43,6.38,20,3.83,2.87,1.28,23.94,2.55,0,28.09,71.59,5.43,64.71,8.62,85.19,10.53,69.7,22.02,82.61,1.28,50,17.41,7.9,0.11,0.96,0.32,0,0,0,0.32,0.96,66.67,3.51,27.27,0.32,100,0.96,1.6,3.83,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
P. Estupiñán,Brighton,Brighton,LB,26,30000000,30/06/2027,9,697,0,0.42,0,0.92,15.49,50,Ecuador,"Ecuador, Spain",left,175,78,no,10.07,6.97,68.52,2.32,55.56,0.77,1.03,0.26,4.52,6,1.68,2,0.26,0,0,1.42,0,0,0,0.05,0,0,4,0.52,25,0,0,3.1,41.67,2.71,38.1,0.39,66.67,0.13,0.9,0,3.49,14.81,1.16,1.42,0.26,33.96,1.81,0.39,46.1,85.99,14.07,80.73,10.33,96.25,12.53,85.57,41.06,91.51,2.32,38.89,16.64,36.02,0.12,0.77,0.13,0,0.26,0,0.39,4.26,69.7,3.49,48.15,0.52,0,0.26,1.29,7.36,78.95,0,,0,,0,0,0,0,,,0.9,,,0.52,0.13,100,1.94,0,0
J. Willock,Newcastle United,Newcastle United,"LCMF, LWF, CF",25,30000000,30/06/2027,10,431,0,0.99,0,0.97,20.05,45.83,England,"England, Montserrat",right,179,71,no,8.14,7.73,64.86,1.04,0,0.21,0.33,0.21,2.92,4.67,1.46,1,0.21,0,0,2.51,0,0,0,0.21,0,0,8,1.67,12.5,0,0,1.88,33.33,1.67,25,0.21,100,0.21,3.76,38.89,9.4,37.78,4.18,2.3,0.63,24.43,1.04,1.25,28.19,80,5.85,78.57,5.01,95.83,9.19,75,25.06,85.83,1.25,33.33,15.6,17.36,0.2,1.88,0,0,0.21,100,0.63,3.13,80,2.51,50,0.42,0,1.04,0.63,3.76,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
V. van Dijk,Liverpool,Liverpool,LCB,33,30000000,30/06/2025,12,1203,1,0.76,1,0.55,9.88,70.45,Netherlands,"Netherlands, Suriname",right,193,92,no,6.28,3.22,72.09,4.56,72.13,0,0,0.07,3.97,5.98,0.45,1,0.07,0,0,0.45,0.07,1,0.07,0.06,1,0.07,5,0.37,40,20,0.07,0,0,0,0,0,0,0,0.22,100,0.75,90,0.75,0.22,0.07,50.65,0.37,0.3,67.03,92.86,27.46,88.01,2.77,94.59,28.88,96.89,61.65,96.24,5.39,54.17,18.97,41.56,0.04,0.37,0,0.15,0.07,100,0.15,8.98,76.67,0.52,42.86,0.22,33.33,0.22,0,8.6,84.35,0,,0,,0,0,0,0,,,1.95,,,0,0,0,0,0,0
A. Robertson,Liverpool,Liverpool,LB,30,30000000,30/06/2026,11,929,0,0.6,0,1.31,9.2,46.32,Scotland,Scotland,left,178,64,no,6.2,5.43,51.79,1.07,36.36,0.1,0.14,0.29,3.29,4.88,0.29,1,0.1,0,0,1.55,0,0,0,0.06,0,0,3,0.29,66.67,0,0,2.52,42.31,2.33,41.67,0.1,100,0.1,0.58,50,1.65,35.29,1.55,1.65,0.68,44.37,0.78,0.29,54.45,87.54,19.09,83.25,8.04,97.59,18.89,90.77,47.57,93.08,4.36,53.33,19.71,37.42,0.13,1.36,0,0,0.1,0,0.48,6.2,76.56,2.42,52,0.48,20,0.29,0.97,9.4,74.23,0,,0,,0,0,0,0,,,1.84,,,0.39,0,0,3.29,0,0
Marc Cucurella,Chelsea,Chelsea,LB,26,30000000,30/06/2028,11,931,0,0,0,0.31,18.75,53.09,Spain,Spain,left,173,66,no,11.79,9.76,65.35,3.19,39.39,0.29,0.45,0.48,5.12,7.87,0.97,6,0.58,0,0,0.87,0,0,0,0,0,0,1,0.1,0,0,0,1.55,43.75,1.35,42.86,0,0,0.19,0.19,100,3,51.61,1.06,1.06,0.1,32.96,0.97,1.16,42.73,89.82,14.79,81.05,7.93,98.78,13.15,93.38,39.05,94.06,2.13,45.45,16.68,30.43,0.03,0.19,0,0,0,0,0.19,3.87,90,1.06,36.36,0.1,0,0.29,0.58,6.57,69.12,0,,0,,0,0,0,0,,,0.87,,,0,0,0,0,0,0
N. Mazraoui,Manchester United,Manchester United,"RB, LB",27,30000000,30/06/2028,12,993,0,0.2,0,0.2,18.76,57.49,Netherlands,"Netherlands, Morocco",right,183,65,no,10.69,8.7,65.63,2.63,58.62,0.63,0.83,0.09,4.35,5.71,1.27,1,0.09,0,0,1.9,0,0,0,0.02,0,0,4,0.36,50,0,0,0.63,28.57,0.27,66.67,0.36,0,0.09,2.18,62.5,4.53,52,0.82,0.73,0.09,34.44,1.27,0.82,48.22,86.84,19.67,79.26,6.53,95.83,14.59,92.55,44.5,89.82,3.08,55.88,16.35,31.91,0.02,0.36,0,0.09,0.18,100,0.18,5.89,72.31,0.73,62.5,0.45,60,0.27,0.18,6.34,64.29,0,,0,,0,0,0,0,,,1.45,,,0,0,0,0,0,0
E. Martínez,Aston Villa,Aston Villa,GK,32,28000000,30/06/2029,12,1221,0,0,0,0,0.96,76.92,Argentina,"Argentina, Spain",right,195,88,no,1.25,0.15,50,0.59,75,0,0,0,1.18,1.68,0,1,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0.15,100,0,0,0,15.18,0.15,0.07,24.84,88.72,8.11,68.18,0,0,16.22,98.64,18.72,97.64,6.12,61.45,28.41,48.53,0,0,0,0,0,0,0,2.06,39.29,0.15,0,0.22,0,0,0,3.61,69.39,19,1.4,50,3.69,1,62,17.37,1.28,-1.63,-0.12,0,1.7,0.59,,,,0,0,0
T. Awoniyi,Nottingham Forest,Nottingham Forest,CF,27,28000000,30/06/2027,9,230,0,0.82,0,0,30.13,31.17,Nigeria,Nigeria,right,183,84,no,2.35,2.74,57.14,7.04,11.11,0,0,0,0.78,0.92,1.96,0,0,0,0,0.78,0,0,0,0.32,0,0,4,1.57,25,0,0,0.39,0,0,0,0.39,0,0,0.78,50,12.13,32.26,3.91,0.78,0,7.83,1.96,2.35,14.87,76.32,2.74,57.14,5.87,93.33,1.96,40,14.09,80.56,0.39,0,12.8,5.5,0,0,0,0,0.39,0,0,0,0,0.78,50,0.39,0,0.78,0,0.78,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Y. Wissa,Brentford,Brentford,CF,28,28000000,30/06/2026,9,693,6,3.68,0,0.17,11.17,38.37,France,"France, Congo DR",right,176,74,no,2.21,1.95,33.33,2.47,36.84,0,0,0.13,1.56,1.93,0.78,1,0.13,0,0,1.43,0.78,6,0.78,0.48,2,0.26,14,1.82,71.43,42.857,0,0.65,20,0.26,0,0.39,33.33,0.26,0.39,0,5.58,41.86,3.64,1.43,0.52,15.84,1.04,1.95,18.7,80.56,4.03,64.52,5.06,94.87,5.32,75.61,16.62,83.59,1.56,66.67,16.77,31.85,0.02,0.65,0.13,0,0.39,0,0.39,1.95,66.67,0.26,0,0.39,0,0.78,0.13,2.21,64.71,0,,0,,0,0,0,0,,,0.26,,,0,0,0,0.13,0,0
V. Mykolenko,Everton,Everton,LB,25,28000000,30/06/2026,10,917,0,0.23,0,0.75,12.37,50.79,Ukraine,Ukraine,left,180,71,no,7.85,6.18,52.38,2.85,51.72,0.29,0.34,0.2,4.32,4.93,0.69,0,0,0,0,1.67,0,0,0,0.02,0,0,5,0.49,20,0,0,3.24,36.36,3.24,36.36,0,0,0,0.69,42.86,1.77,50,1.08,0.79,0.1,20.71,0.98,1.08,30.52,77.81,12.76,67.69,5.4,100,8.83,81.11,23.85,88.07,3.83,48.72,18.6,28.48,0.07,0.69,0,0,0.2,50,0.29,4.12,71.43,3.34,44.12,0.2,0,0.49,0.98,7.56,70.13,0,,0,,0,0,0,0,,,0.88,,,0,0,0,0,0,0
N. Madueke,Chelsea,Chelsea,"RAMF, RW",22,28000000,30/06/2030,11,907,4,3.91,0,1.02,19.35,50.77,England,"England, Nigeria",left,182,70,no,4.37,4.86,53.06,0.99,60,0,0,0.2,1.79,2.8,0.79,2,0.2,0,0,6.05,0.4,4,0.4,0.39,0,0,32,3.18,43.75,12.5,0,3.08,19.35,0,0,2.88,20.69,0.69,6.05,67.21,11.71,51.69,6.45,5.06,0.89,21.14,3.18,0.99,25.1,79.84,5.36,79.63,8.43,94.12,6.15,66.13,21.23,88.32,0.89,77.78,16.03,15.51,0.1,0.89,0.1,0,0.1,0,0.4,0.69,85.71,3.08,51.61,0,0,2.08,0.6,3.37,79.41,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Ramsdale,Southampton,Southampton,GK,26,25000000,30/06/2028,9,905,0,0,0,0,0.99,80,England,England,right,191,77,no,1.09,0.1,100,0.6,83.33,0,0,0,0.99,1.33,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,100,0,0,0,22.18,0.2,0.1,31.43,84.49,19.49,78.06,0,0,10.04,94.06,21.38,94.88,10.04,62.38,29.08,47.94,0,0,0,0,0,0,0,3.38,55.88,0.2,0,0,0,0,0,7.86,72.15,19,1.89,55,5.47,1,65.45,17.14,1.7,-1.86,-0.185,0,1.59,0.6,,,,0,0,0
S. Longstaff,Newcastle United,Newcastle United,RCMF,27,25000000,30/06/2025,11,648,0,0.36,0,0.29,14.44,47.12,England,England,right,180,65,no,8.06,6.53,61.7,2.36,35.29,1.11,1.45,0.28,2.92,3.8,0.69,2,0.28,0,0,0.69,0,0,0,0.05,0,0,2,0.28,50,0,0,0.83,16.67,0,0,0.83,16.67,0.14,0.83,33.33,3.89,28.57,1.39,0.56,0.14,22.64,0.14,0.56,30.69,88.69,8.89,84.38,6.25,95.56,8.89,95.31,28.61,91.26,1.25,77.78,16.04,19.48,0.04,0.28,0.14,0,0.42,33.33,0.14,3.33,91.67,0.69,40,0.56,50,0.28,0.14,3.06,77.27,0,,0,,0,0,0,0,,,0.56,,,0.14,0,0,0.14,0,0
Y. Tielemans,Aston Villa,Aston Villa,"LDMF, LCMF",27,25000000,30/06/2027,12,1187,0,1.06,4,1.99,13.95,56.52,Belgium,"Belgium, Congo DR",right,176,72,no,7.73,6.52,58.14,1.36,55.56,0.38,0.53,0.3,3.56,5.02,1.59,3,0.23,0,0,1.52,0,0,0,0.08,0,0,10,0.76,30,0,0.3,1.21,18.75,0.99,15.38,0.23,33.33,0.45,1.59,66.67,4.85,53.13,0.61,1.14,0.23,42.38,0.45,1.44,53.76,86.88,17.51,74.89,4.78,98.41,21.61,92.98,48.9,91.16,3.64,52.08,18.19,33.07,0.15,1.36,0,0.15,0.15,0,0.3,11.68,78.57,2.5,42.42,1.06,28.57,0.83,0.3,7.89,75.96,0,,0,,0,0,0,0,,,0.61,,,1.21,0,0,3.03,1,0
T. Mitchell,Crystal Palace,Crystal Palace,"LWB, LB",25,25000000,30/06/2025,12,1120,0,0.5,1,2.09,15.83,54.82,England,"England, Jamaica",left,175,65,no,10.45,8.28,64.08,1.45,38.89,0.32,0.38,0.08,4.82,5.63,0.56,1,0.08,0,0,2.57,0,0,0,0.04,0,0,4,0.32,0,0,0.08,4.18,32.69,4.1,33.33,0.08,0,0.64,1.69,66.67,4.26,49.06,1.37,0.64,0.08,23.54,2.33,0.72,33.67,73.75,9.96,62.1,6.59,96.34,12.05,74,26.36,83.23,3.21,47.5,19.85,35.66,0.17,1.04,0,0.16,0.08,100,0.48,3.38,54.76,3.86,45.83,0.48,50,0.72,1.37,7.87,72.45,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0
A. Iwobi,Fulham,Fulham,"LAMF, RAMF, LW",28,25000000,30/06/2028,12,1121,3,2,2,2.6,17.26,44.65,Nigeria,"Nigeria, England",right,183,75,no,5.06,4.09,66.67,1.36,11.76,0.08,0.11,0.08,2.25,3.03,0.32,1,0.08,0,0,4.42,0.24,3,0.24,0.16,0,0,19,1.53,52.63,15.789,0.16,3.37,23.81,1.93,29.17,1.36,17.65,0.32,4.17,63.46,9.71,41.32,3.21,2.81,0.4,31.79,1.36,0.64,40.87,79.96,11,75.91,6.5,91.36,16.06,78.5,34.36,86.92,3.37,59.52,18.25,38.31,0.21,1.28,0.16,0.08,0.64,25,0.96,4.34,83.33,5.54,57.97,0.72,44.44,2.57,0.8,8.51,86.79,0,,0,,0,0,0,0,,,0.16,,,0.08,0,0,0.24,0,0
A. Robinson,Fulham,Fulham,LB,27,25000000,30/06/2028,12,1191,0,0.39,3,1.52,15.64,52.66,England,"England, United States",left,183,73,no,9.9,7.48,62.63,1.74,65.22,0.3,0.42,0,4.91,6.75,0.76,1,0.08,0,0,3.48,0,0,0,0.03,0,0,7,0.53,14.29,0,0.23,4.31,43.86,4.23,44.64,0,0,0.15,1.89,76,4.08,44.44,1.51,1.59,0.53,33.1,0.68,0.23,44.36,79.05,14.36,71.05,7.33,90.72,15.19,80.6,35.82,87.13,4.46,49.15,20.2,36.9,0.11,0.83,0,0.08,0.08,100,0.91,5.37,73.24,3.93,42.31,0.53,42.86,0.68,1.51,8.16,65.74,0,,0,,0,0,0,0,,,0.76,,,0,0,0,0,0,0
André,Wolverhampton Wanderers,Wolverhampton Wanderers,"DMF, RCMF",23,25000000,31/12/2026,8,516,0,0.02,0,0,13.26,61.84,Brazil,Brazil,right,176,77,no,8.37,6.63,63.16,0,0,0.35,0.41,0.52,3.84,4.49,1.22,1,0.17,0,0,0.87,0,0,0,0,0,0,1,0.17,100,0,0,0,0,0,0,0,0,0,1.05,66.67,4.88,57.14,0,0.52,0,25.81,0,1.74,35.06,92.04,9.07,80.77,6.28,97.22,14.48,95.18,33.66,93.26,1.4,62.5,14.66,16.51,0,0.17,0.17,0,0,0,0,3.49,75,0.52,33.33,0.17,0,0.17,0,4.36,68,0,,0,,0,0,0,0,,,0.35,,,0,0,0,0,0,0
J. Strand Larsen,Wolverhampton Wanderers,Wolverhampton Wanderers,CF,24,25000000,30/06/2028,12,1068,4,2.66,2,1.52,20.06,30.25,Norway,Norway,right,193,79,yes,3.88,3.03,47.22,6.57,34.62,0.34,0.42,0.25,2.11,2.61,1.69,1,0.08,0,0,1.26,0.34,4,0.34,0.22,0,0,14,1.18,78.57,28.571,0.17,0.42,40,0,0,0.42,40,0.08,0.42,40,5.65,14.93,2.53,0.59,0,6.91,1.77,0.67,11.12,71.21,1.77,52.38,3.03,86.11,3.12,70.27,10.45,73.39,0.25,33.33,12.83,3.62,0.13,0.59,0,0,0.08,0,0.34,0.42,40,0.25,100,0.08,0,0.42,0.17,1.43,41.18,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
N. Collins,Brentford,Brentford,"RCB, LCB",23,25000000,30/06/2029,12,1198,1,1.13,0,0.06,16.08,62.62,Republic of Ireland,Republic of Ireland,right,195,88,no,11.27,5.86,65.38,5.78,66.23,0.15,0.18,2.03,7.29,8.87,0.53,1,0.08,0,0,0.6,0.08,1,0.08,0.09,1,0.08,8,0.6,62.5,12.5,0,0.3,50,0.08,100,0.23,33.33,0,0.08,100,1.65,40.91,1.2,0.45,0,32.3,0.9,0.6,46.43,89,18.18,82.64,5.11,97.06,18.56,94.33,41.77,92.81,4.36,55.17,20.01,37.44,0,0.08,0,0,0.08,0,0,3.98,69.81,0.6,12.5,0.23,0,0.3,0.15,5.78,70.13,0,,0,,0,0,0,0,,,3.01,,,0,0,0,0,0,0
W. Fofana,Chelsea,Chelsea,"RCB, RB",23,25000000,30/06/2029,11,1083,0,0.22,0,0.25,14.29,49.42,France,"France, Côte d'Ivoire",right,186,76,no,6.65,5.32,48.44,3.49,54.76,0.08,0.12,0.58,3.99,5.95,1.58,6,0.5,0,0,0.58,0,0,0,0.02,0,0,3,0.25,0,0,0,0.08,0,0,0,0.08,0,0,0.75,66.67,3.16,44.74,0.42,2.08,0.5,37.65,1,1.25,50.61,91.13,17.87,79.53,4.65,96.43,22.11,98.12,47.87,93.92,2.66,43.75,17.74,30.8,0.02,0.17,0,0,0.08,100,0.08,4.74,84.21,0.17,50,0.08,100,0.17,0,6.65,56.25,0,,0,,0,0,0,0,,,2.66,,,0,0,0,0,0,0
D. Muñoz,Crystal Palace,Crystal Palace,"RWB, RB",28,23000000,30/06/2027,12,1083,0,2.27,1,1.46,21.86,48.29,Colombia,Colombia,right,181,73,no,11.47,10.06,59.5,4.57,49.09,0.33,0.4,0.08,5.15,6.14,1.75,4,0.33,0,0,1.99,0,0,0,0.19,0,0,9,0.75,33.33,0,0.08,2.24,40.74,0.08,0,2.16,42.31,0.17,1.33,62.5,4.32,42.31,2.49,1.25,0.25,23.52,2.58,0.42,32.99,74.56,9.56,57.39,7.81,93.62,9.97,80.83,28.67,80.58,2.24,29.63,17.16,28.4,0.12,1.16,0.08,0,0,0,0.33,3.57,55.81,2.16,46.15,0.17,0,0.58,1,5.98,61.11,0,,0,,0,0,0,0,,,0.42,,,0,0,0,0.17,0,0
A. Elanga,Nottingham Forest,Nottingham Forest,RAMF,22,22000000,30/06/2028,12,770,0,0.82,1,1.84,18.47,46.84,Sweden,"Sweden, Cameroon",right,178,75,no,4.09,3.86,63.64,2.45,38.1,0,0,0,1.64,1.91,0.35,1,0.12,0,0,4.44,0,0,0,0.1,0,0,10,1.17,30,0,0.12,2.92,24,0.35,33.33,2.57,22.73,0.7,5.03,65.12,9.35,47.5,3.04,3.16,0.82,16.36,2.1,1.17,20.81,75.84,2.69,73.91,4.91,90.48,7.13,68.85,17.18,84.35,1.05,66.67,17.58,24.19,0.22,1.52,0,0,0.12,100,0.47,0.7,83.33,2.34,50,0.12,100,0.82,0.58,2.1,77.78,0,,0,,0,0,0,0,,,0,,,1.17,0.12,0,3.51,0,0
