Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Gabriel Magalhaes,Arsenal,Arsenal,LCB,26,70000000,30/06/2027,12,1169,2,1.1,0,0.17,9.78,56.69,Brazil,Brazil,left,190,87,no,4.62,2.69,54.29,3.54,67.39,0,0,1,3.16,4.35,0.69,1,0.08,0,0,0.46,0.15,2,0.15,0.08,2,0.15,10,0.77,40,20,0,0.54,14.29,0.54,14.29,0,0,0,0.08,100,1.08,50,1,0.31,0,39.8,0.23,0.46,49.58,89.44,15.55,75.25,3.54,95.65,24.48,96.86,44.73,94.66,4.31,44.64,20.04,39.52,0.01,0.08,0,0.08,0.08,0,0,5.62,73.97,1.08,28.57,0.15,50,0.23,0.08,6.16,67.5,0,,0,,0,0,0,0,,,1.77,,,0,0,0,0,0,0
K. Havertz,Arsenal,Arsenal,CF,25,70000000,30/06/2028,11,1111,4,4.15,1,0.91,22.68,31.43,Germany,Germany,left,193,84,no,4.94,3.32,58.54,7.21,35.96,0.08,0.11,0.24,2.92,3.86,1.62,2,0.16,0,0,1.86,0.32,4,0.32,0.34,1,0.08,24,1.94,33.33,16.667,0.08,0.81,30,0.24,100,0.49,0,0.32,2.19,44.44,7.21,21.35,3.65,1.62,0.41,15.07,1.7,0.81,18.39,83.26,4.62,68.42,5.02,96.77,4.86,80,16.93,87.08,0.65,50,14.21,18.82,0.07,0.49,0,0,0,0,0.32,1.38,76.47,0.97,58.33,0,0,0.73,0.24,1.78,68.18,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Bruno Fernandes,Manchester United,Manchester United,"AMF, CF",30,70000000,30/06/2027,12,1126,2,3.8,3,3,15.11,48.15,Portugal,Portugal,right,179,69,no,6.47,5.52,65.22,1.6,30,0.32,0.43,0.08,2.56,3.44,0.72,1,0.08,1,0.08,2.72,0.16,1,0.08,0.3,0,0,36,2.88,19.44,5.556,0.24,2.8,20,1.36,23.53,1.44,16.67,0.56,1.76,72.73,5.75,41.67,2.48,1.36,0.24,38.93,1.68,1.12,49.16,80.33,16.63,75.48,10.23,96.88,13.35,74.85,40.6,87.8,5.83,56.16,18.61,40.42,0.24,1.76,0.08,0,0.64,50,0.8,7.35,71.74,4.64,46.55,1.28,37.5,2.16,0.64,8.47,83.02,0,,0,,0,0,0,0,,,0.8,,,0.96,0.32,0,1.44,1,100
C. Romero,Tottenham Hotspur,Tottenham Hotspur,RCB,26,65000000,30/06/2027,11,1065,1,1.76,0,0.52,13.35,51.9,Argentina,Argentina,right,185,79,no,8.54,4.9,60.34,4.99,45.76,0.51,0.89,0.42,5.07,8.91,0.59,1,0.08,0,0,0.42,0.08,1,0.08,0.15,1,0.08,7,0.59,57.14,14.286,0,0.17,50,0,0,0.08,0,0,0.08,0,1.61,36.84,0.93,1.44,0,49.77,0.34,0.85,66.42,90.46,27.04,84.06,2.96,94.29,30.51,96.12,61.44,93.26,4.9,55.17,20.22,36.93,0.04,0.42,0.08,0,0,0,0.17,10.82,82.03,1.61,42.11,0.76,44.44,0.85,0.08,11.24,79.7,0,,0,,0,0,0,0,,,2.62,,,0,0,0,0,0,0
J. Doku,Manchester City,Manchester City,"LW, LWB, RWB",22,65000000,30/06/2028,8,458,1,0.62,0,0.9,31.83,49.38,Belgium,"Belgium, Ghana",right,173,77,no,4.32,4.32,68.18,0.39,0,0,0,0,1.38,2.36,0.39,0,0,0,0,10.61,0.2,1,0.2,0.12,0,0,10,1.97,30,10,0,4.91,32,3.34,29.41,1.57,37.5,0.39,13.17,62.69,24.17,49.59,7.66,8.84,1.57,29.48,2.16,1.77,41.86,83.1,5.11,69.23,15.92,96.3,12.77,86.15,36.75,89.84,0.59,100,16.01,15.92,0.18,1.38,0.2,0,0.79,25,0.59,0.79,100,4.32,77.27,0.79,25,3.73,0.98,4.52,91.3,0,,0,,0,0,0,0,,,0.2,,,0,0,0,0.39,0,0
Lucas Paquetà,West Ham United,West Ham United,"LCMF, AMF",27,65000000,30/06/2027,12,963,2,2.22,0,0.75,22.34,41,Brazil,"Brazil, Portugal",left,180,72,no,7.85,6.92,59.46,3.46,40.54,0.19,0.21,0.19,3.55,4.04,1.68,4,0.37,0,0,1.4,0.19,1,0.09,0.21,0,0,13,1.21,30.77,15.385,0,1.21,38.46,0.84,44.44,0.37,25,0.28,0.93,40,8.79,27.66,1.31,0.84,0.09,33.46,0.75,0.84,46.82,81.64,17.29,69.73,9.81,95.24,12.43,84.96,39.07,86.6,6.64,59.15,17.62,32.57,0.07,0.93,0.09,0,0.93,20,0.56,8.88,73.68,4.3,43.48,2.34,44,1.21,0.47,9.25,71.72,0,,0,,0,0,0,0,,,0.93,,,0.37,0.09,0,0.19,1,100
O. Watkins,Aston Villa,Aston Villa,CF,28,65000000,30/06/2028,12,1019,6,5.77,2,1.31,16.78,29.47,England,England,right,180,78,no,2.12,2.21,44,3.53,35,0.18,0.25,0.18,0.97,1.4,1.06,0,0,0,0,1.77,0.53,6,0.53,0.51,3,0.26,30,2.65,43.33,20,0.18,0.26,0,0.18,0,0.09,0,0.18,2.56,24.14,7.95,25.56,5.12,1.32,0.09,10.07,1.24,1.24,10.6,79.17,1.24,50,3.62,95.12,2.74,77.42,10.07,80.7,0.26,100,12.18,6.52,0.12,0.62,0,0,0,0,0.35,0.62,85.71,0.79,44.44,0,0,1.15,0,0.44,60,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Gabriel Jesus,Arsenal,Arsenal,"CF, RW",27,65000000,30/06/2027,10,277,0,1.42,0,0.65,24.37,37.33,Brazil,Brazil,right,175,73,no,5.52,5.2,62.5,3.57,36.36,0,0,0.32,2.27,4.29,1.95,4,1.3,0,0,3.57,0,0,0,0.46,0,0,7,2.27,28.57,0,0,1.3,25,0.32,0,0.97,33.33,0.32,4.22,61.54,12.67,33.33,5.52,0.65,0.32,20.47,0.65,1.95,24.37,80,3.9,58.33,9.1,92.86,5.52,76.47,22.42,85.51,0.65,0,15.25,4.69,0.21,1.62,0,0,0,0,0.32,0.97,100,1.95,66.67,0,0,1.62,0.32,1.95,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. Nkunku,Chelsea,Chelsea,"CF, LAMF",27,65000000,30/06/2029,11,254,1,1.48,0,0.06,19.13,44.44,France,"France, Congo DR",right,177,73,no,3.19,4.25,41.67,2.48,71.43,0,0,0.35,1.42,1.97,2.48,1,0.35,0,0,3.19,0.35,1,0.35,0.52,0,0,6,2.13,50,16.667,0,0.71,50,0.35,100,0.35,0,0,4.25,41.67,10.28,41.38,4.96,2.13,0.35,21.61,1.42,1.06,26.22,95.95,3.54,100,9.21,100,6.73,89.47,25.51,97.22,0,0,12.13,0,0.02,0.35,0,0,0,0,0.35,1.42,100,0.35,0,0,0,1.06,0,3.54,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0.71,0,0
R. Højlund,Manchester United,Manchester United,CF,21,65000000,30/06/2028,8,489,1,1.41,0,0.47,21.35,35.34,Denmark,Denmark,left,187,79,no,1.29,2.02,45.45,4.79,19.23,0,0,0,0.37,0.49,0.74,0,0,0,0,2.94,0.18,1,0.18,0.26,0,0,5,0.92,80,20,0,0.55,33.33,0.55,33.33,0,0,0,2.94,62.5,10.12,40,2.21,0.74,0,10.49,1.47,1.47,13.44,80.82,1.66,66.67,4.05,95.45,3.31,77.78,12.7,82.61,0.18,100,11.92,4.55,0.09,0.92,0,0,0.18,100,0.37,1.29,57.14,0.37,50,0,0,0.18,0.18,1.1,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. de Ligt,Manchester United,Manchester United,"RCB, CB",25,65000000,30/06/2029,12,956,1,1.15,0,0.07,10.17,65.74,Netherlands,Netherlands,right,189,89,no,8,4.9,69.23,2.92,64.52,0.28,0.38,0.75,4.33,5.75,0.85,2,0.19,0,0,0.56,0.09,1,0.09,0.11,1,0.09,5,0.47,80,20,0,0.09,100,0,0,0.09,100,0,0.09,100,0.47,80,0.66,0.38,0,38.13,0.28,0.38,49.9,92.45,11.11,76.27,3.58,97.37,29.18,98.39,47.82,95.08,1.98,28.57,19.4,26.28,0.01,0.09,0,0,0,0,0.09,3.11,66.67,0.19,0,0.38,25,0,0,3.01,53.13,0,,0,,0,0,0,0,,,3.2,,,0,0,0,0,0,0
J. Grealish,Manchester City,Manchester City,"LAMF, LWB, LW",29,60000000,30/06/2027,8,401,0,0.65,1,1.25,20.2,52.22,England,"England, Republic of Ireland",right,180,81,no,4.94,3.59,81.25,0.9,0,0,0,0.22,2.02,3.65,0.45,2,0.45,0,0,5.84,0,0,0,0.15,0,0,7,1.57,28.57,0,0.22,4.49,20,4.49,20,0,0,1.12,6.73,66.67,13.69,50.82,10.32,9.43,0,34.79,2.92,2.02,45.11,87.06,4.94,86.36,12.79,96.49,18.63,86.75,39.5,94.89,1.12,80,17.48,17.75,0.28,3.37,0,0.22,0,0,0.67,0.67,66.67,2.69,83.33,0,0,4.26,0.9,2.47,81.82,0,,0,,0,0,0,0,,,0.45,,,0,0,0,1.35,0,0
A. Gordon,Newcastle United,Newcastle United,"LWF, CF, RWF",23,60000000,30/06/2026,11,977,2,3.47,1,2.96,16.49,48.04,England,England,right,183,72,no,4.88,4.7,52.94,0.64,0,0.28,0.36,0,2.12,2.74,0.83,0,0,0,0,5.44,0.18,1,0.09,0.32,0,0,19,1.75,42.11,10.526,0.09,3.32,44.44,1.66,33.33,1.57,58.82,0.28,4.61,66,9.67,50.48,3.22,3.32,0.74,21,1.66,2.49,27.54,76.59,6.08,65.15,7.55,91.46,7.74,76.19,23.4,83.07,0.92,20,15.86,13.33,0.27,1.84,0,0,0.37,50,0.83,2.03,59.09,3.5,73.68,0.28,66.67,1.47,1.47,4.24,73.91,0,,0,,0,0,0,0,,,0.18,,,0.46,0,0,2.12,2,50
M. Rashford,Manchester United,Manchester United,"LAMF, RAMF, CF",27,60000000,30/06/2028,12,888,2,1.38,1,1.23,13.07,39.53,England,"England, St. Kitts and Nevis",right,186,70,no,3.55,3.24,59.38,1.22,50,0.2,0.25,0,1.42,1.76,0.71,2,0.2,0,0,3.45,0.2,2,0.2,0.14,0,0,11,1.11,63.64,18.182,0.1,2.33,43.48,1.72,35.29,0.61,66.67,0.41,3.75,45.95,6.99,33.33,2.03,2.53,0.41,25.03,2.03,0.81,28.38,76.43,5.98,59.32,7.8,94.81,8.41,78.31,23.72,82.91,2.43,41.67,16.24,31.17,0.12,1.11,0,0,0.2,0,0.71,3.34,45.45,2.64,69.23,0.61,33.33,1.22,0.91,4.46,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. van de Ven,Tottenham Hotspur,Tottenham Hotspur,LCB,23,55000000,30/06/2029,8,780,0,0.14,2,0.88,15.12,52.67,Netherlands,Netherlands,left,193,89,no,6,4.38,57.89,4.5,56.41,0.46,0.8,0.46,3,5.2,0.92,4,0.46,0,0,0.92,0,0,0,0.02,0,0,3,0.35,33.33,0,0.23,0.12,100,0.12,100,0,0,0.12,0.92,75,4.15,47.22,0.81,0.69,0.46,47.19,0.58,0.69,63.23,93.8,22.15,87.5,3.92,88.24,31.38,99.26,60.81,95.64,2.31,45,20,32.42,0.1,0.23,0,0,0,0,0.23,7.04,90.16,0.23,50,0.12,0,0.12,0.12,8.65,70.67,0,,0,,0,0,0,0,,,3.12,,,0,0,0,0,0,0
E. Eze,Crystal Palace,Crystal Palace,"LWF, AMF, LW",26,55000000,30/06/2027,9,885,1,2.2,1,1.41,22.78,36.16,England,"England, Nigeria",right,173,67,no,3.86,4.47,50,2.34,17.39,0.41,0.5,0,1.22,1.5,0.41,0,0,0,0,3.86,0.1,1,0.1,0.22,0,0,34,3.46,35.29,2.941,0.1,1.32,38.46,1.02,30,0.2,50,0.1,4.98,42.86,12.81,34.13,3.15,2.03,0.2,24.61,1.32,1.53,32.34,83.02,9.36,75,7.32,93.06,8.85,87.36,29.29,87.15,1.83,44.44,16.21,29.4,0.14,1.53,0.1,0,0.41,0,0.51,3.36,63.64,2.64,61.54,0.81,12.5,2.03,0.81,4.78,80.85,0,,0,,0,0,0,0,,,0.51,,,2.34,0.61,16.67,1.63,0,0
D. Kulusevski,Tottenham Hotspur,Tottenham Hotspur,RCMF,24,55000000,30/06/2028,12,1059,2,1.69,3,2.94,22.86,39.41,Sweden,"Sweden, North Macedonia",left,186,75,no,5.78,5.78,54.41,1.27,13.33,0,0,0.25,2.63,4.25,1.7,3,0.25,0,0,4.93,0.17,2,0.17,0.14,0,0,17,1.44,35.29,11.765,0.25,3.4,27.5,0.59,42.86,2.8,24.24,0.51,5.86,55.07,13.26,39.1,4.93,4.08,1.53,17.93,1.02,1.27,27.28,75.39,7.9,80.65,5.27,91.94,7.56,68.54,23.29,83.94,0.68,25,15.65,18.42,0.25,2.21,0.08,0,0.76,33.33,1.36,2.29,85.19,4.59,57.41,0.85,30,2.97,0.76,3.74,79.55,0,,0,,0,0,0,0,,,0.08,,,0,0,0,3.23,0,0
Mohamed Salah,Liverpool,Liverpool,RAMF,32,55000000,30/06/2025,12,1163,10,7.08,5,2.42,17.02,35.45,Egypt,Egypt,left,175,71,no,2.24,2.32,60,0.39,20,0,0,0,0.85,1.28,0.7,1,0.08,0,0,5.26,0.77,7,0.54,0.55,0,0,36,2.79,63.89,27.778,0.39,2.48,50,0,0,2.24,48.28,1.01,4.88,44.44,11.53,30.87,6.19,2.55,0.31,24.76,2.86,1.63,28.48,76.9,6.27,60.49,8.74,96.46,7.82,74.26,23.06,82.21,2.94,57.89,17.43,27.84,0.19,1.39,0,0,0.46,16.67,0.77,2.71,54.29,4.72,55.74,1.32,41.18,2.48,1.24,5.57,87.5,0,,0,,0,0,0,0,,,0.23,,,0,0,0,0,3,100
C. Gakpo,Liverpool,Liverpool,"LAMF, LWF",25,55000000,30/06/2028,12,559,1,1.47,1,0.88,19.8,51.22,Netherlands,"Netherlands, Togo",right,189,76,no,6.12,5.15,50,1.61,50,0.32,0.5,0,3.22,5,1.29,3,0.48,0,0,6.28,0.16,1,0.16,0.24,0,0,15,2.42,20,6.667,0.16,4.51,25,4.51,25,0,0,0.48,6.92,67.44,11.27,52.86,3.54,2.42,0.16,21.09,1.45,1.45,31.23,79.38,5.47,67.65,10.79,94.03,9.02,71.43,24.79,91.56,1.93,50,17.44,12.76,0.14,1.45,0,0,0,0,0.64,1.77,72.73,4.67,41.38,0.48,0,1.45,1.13,3.7,86.96,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0.16,0,0
B. White,Arsenal,Arsenal,"RB, RCB",27,55000000,30/06/2028,9,775,0,0.21,1,0.12,9.99,54.65,England,England,right,185,77,no,5.81,5.34,54.35,1.51,61.54,0,0,0.35,2.9,3.54,0.81,2,0.23,0,0,0.58,0,0,0,0.02,0,0,4,0.46,25,0,0.12,0.93,25,0,0,0.93,25,0.46,0.12,100,1.16,40,0.7,0.23,0,26.48,0.35,0.46,33.21,86.36,13.94,78.33,4.88,92.86,11.03,91.58,29.03,91.6,3.25,57.14,19.54,44.79,0.01,0.23,0,0,0.12,100,0.12,6.62,75.44,1.74,46.67,0.35,33.33,0.46,0.23,6.62,84.21,0,,0,,0,0,0,0,,,1.05,,,0,0,0,0,0,0
Pedro Neto,Chelsea,Chelsea,"LAMF, RAMF, LW",24,55000000,30/06/2031,11,639,1,0.72,2,2.25,20.14,44.76,Portugal,Portugal,left,172,62,no,4.93,3.94,64.29,1.69,33.33,0.14,0.2,0,2.25,3.27,0.7,4,0.56,0,0,6.2,0.14,1,0.14,0.1,0,0,12,1.69,25,8.333,0.28,4.65,45.45,3.38,45.83,1.27,44.44,0.56,7.46,49.06,12.11,39.53,3.1,4.51,0.7,23.8,1.97,1.13,29.86,83.49,3.66,76.92,10.99,94.87,7.75,72.73,24.65,91.43,0.85,50,18.21,15.06,0.32,1.83,0,0,0.14,0,1.69,0.42,33.33,2.82,55,0,0,0.7,1.69,2.82,80,0,,0,,0,0,0,0,,,0,,,0,0,0,0.99,0,0
A. Onana,Aston Villa,Aston Villa,"RDMF, RCMF",23,50000000,30/06/2029,10,775,2,2.03,0,0.06,16.26,52.14,Senegal,"Senegal, Belgium",right,195,88,no,8.83,7.08,52.46,3.14,70.37,1.05,1.32,0.46,4.06,5.15,1.97,3,0.35,0,0,1.16,0.23,2,0.23,0.24,1,0.12,11,1.28,36.36,18.182,0,0.12,100,0,0,0.12,100,0,1.05,55.56,4.41,44.74,1.05,1.05,0.12,25.2,0,1.16,36,92.26,8.94,79.22,7.32,95.24,13.35,97.39,35.3,92.43,0.7,83.33,16.18,22.5,0.01,0.12,0,0,0.12,0,0,3.83,75.76,0.93,75,0.12,0,0.35,0,3.72,71.88,0,,0,,0,0,0,0,,,1.74,,,0,0,0,0,0,0
M. Kudus,West Ham United,West Ham United,"LW, LAMF, RAMF",24,50000000,30/06/2028,8,704,2,3.31,0,0.7,30.55,43.51,Ghana,Ghana,left,177,70,no,4.47,4.99,58.97,1.41,18.18,0,0,0,1.53,1.75,1.15,0,0,1,0.13,8.95,0.26,2,0.26,0.42,1,0.13,24,3.07,45.83,8.333,0,3.84,46.67,2.81,36.36,1.02,75,0.77,8.82,65.22,20.58,41.61,4.86,3.84,0.77,18.54,2.05,1.66,26.08,81.86,3.45,66.67,8.57,92.54,9.33,87.67,20.58,90.06,1.92,60,20.37,38.12,0.09,0.51,0,0,0,0,0.38,1.66,61.54,2.17,58.82,0.13,0,0.26,1.41,2.68,85.71,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Savinho,Manchester City,Manchester City,"RW, RAMF, RWB",20,50000000,30/06/2029,9,656,0,1.12,1,1.98,24.83,46.96,Brazil,Brazil,left,176,71,no,4.12,4.94,63.89,0.14,0,0,0,0,0.96,1.5,0.96,2,0.27,0,0,8.51,0,0,0,0.15,0,0,16,2.2,25,0,0.14,5.63,31.71,1.51,18.18,4.12,36.67,0.96,9.88,61.11,17.29,46.83,7.82,6.17,0.82,37.04,2.06,1.51,45.96,81.49,4.66,73.53,19.07,94.96,14.54,76.42,38.69,88.65,1.92,78.57,18.35,30.39,0.27,2.06,0,0,0.27,50,1.1,1.51,54.55,6.31,67.39,0.96,71.43,3.43,1.78,5.08,86.49,0,,0,,0,0,0,0,,,0.14,,,0.41,0.14,0,1.92,0,0
Matheus Nunes,Manchester City,Manchester City,LW,26,50000000,30/06/2028,8,339,0,0.22,2,0.67,22.83,47.67,Brazil,"Brazil, Portugal",right,183,78,no,6.64,7.17,62.96,2.39,33.33,0,0,0.27,2.12,3.24,1.86,0,0,0,0,4.78,0,0,0,0.06,0,0,2,0.53,0,0,0.53,4.51,29.41,3.98,33.33,0.53,0,0.53,4.51,58.82,11.15,42.86,5.31,3.72,0.27,35.31,2.92,1.06,43.54,84.15,5.04,78.95,19.38,91.78,14.07,79.25,37.96,91.61,1.06,50,13.32,10.39,0.18,1.86,0,0,1.06,75,1.33,1.86,57.14,4.51,70.59,1.06,75,2.39,1.33,3.98,100,0,,0,,0,0,0,0,,,0.27,,,0,0,0,1.33,0,0
J. Bowen,West Ham United,West Ham United,"RW, RAMF, CF",27,50000000,30/06/2030,12,1144,3,1.99,4,3.35,20.3,43.02,England,"England, Wales",left,175,70,no,5.59,5.43,59.42,2.05,11.54,0.16,0.18,0.08,2.2,2.55,1.02,0,0,0,0,4.25,0.24,2,0.16,0.16,0,0,24,1.89,45.83,12.5,0.31,2.83,30.56,0.08,0,2.6,27.27,0.71,4.25,57.41,10.94,41.73,3.85,3.78,0.71,15.18,0.94,0.87,21.4,76.1,5.74,68.49,4.33,92.73,6.45,79.27,17.86,84.58,0.71,44.44,17.63,16.79,0.26,1.89,0.08,0,0.16,50,0.79,2.05,84.62,2.6,60.61,0.24,33.33,1.73,0.87,4.33,70.91,0,,0,,0,0,0,0,,,0.31,,,0,0,0,2.6,1,100
L. Colwill,Chelsea,Chelsea,"LCB, RCB",21,50000000,30/06/2029,12,1215,0,0.75,0,0.11,9.85,60.15,England,England,left,187,83,no,7.04,3.7,70,2.89,58.97,0.22,0.33,0.81,4.22,6.22,1.11,3,0.22,0,0,0.3,0,0,0,0.06,0,0,3,0.22,33.33,0,0,0.07,0,0.07,0,0,0,0,0.3,25,1.63,45.45,0.67,0.74,0.15,43.33,0.59,0.74,57.78,89.23,24.81,80.6,2.15,96.55,25.93,97.14,52.07,93.31,5.63,52.63,20.52,39.68,0.01,0.07,0,0.07,0.22,66.67,0.07,5.7,83.12,0.37,40,0.52,71.43,0.3,0,10.22,65.22,0,,0,,0,0,0,0,,,1.63,,,0,0,0,0,0,0
L. Martínez,Manchester United,Manchester United,"LCB, LB",26,50000000,30/06/2027,10,984,0,1.05,0,0.12,11.34,62.9,Argentina,Argentina,left,178,77,no,9.79,6.4,75.71,1.74,47.37,0.55,0.72,0.27,4.39,5.76,0.91,4,0.37,0,0,0.55,0,0,0,0.1,0,0,7,0.64,42.86,0,0,0.37,0,0.09,0,0.27,0,0.09,0.55,50,1.1,41.67,0.64,0.27,0,42.35,0.46,0.27,57.71,91.44,22.96,84.06,4.66,100,23.87,97.32,52.32,95.45,5.03,56.36,18.98,35.26,0.01,0.27,0,0.09,0,0,0.18,6.59,75,1.01,18.18,0.91,20,0.18,0,7.41,75.31,0,,0,,0,0,0,0,,,2.93,,,0,0,0,0,0,0
J. Zirkzee,Manchester United,Manchester United,CF,23,50000000,30/06/2029,12,536,1,2.07,1,0.44,15.62,35.48,Netherlands,"Netherlands, Nigeria",right,193,87,no,2.69,1.68,70,4.87,31.03,0,0,0.34,1.51,2.18,0.5,1,0.17,0,0,2.01,0.17,1,0.17,0.35,0,0,11,1.85,54.55,9.091,0.17,0.84,0,0.17,0,0.67,0,0,1.34,50,7.05,33.33,3.19,0.34,0.17,17.13,2.01,0,21.83,79.23,4.37,73.08,6.04,91.67,3.86,73.91,20.65,82.93,0.34,50,14.13,7.7,0.07,0.84,0,0.17,0.34,100,0.34,1.68,80,0.5,33.33,0.34,100,0.84,0,2.69,56.25,0,,0,,0,0,0,0,,,0.17,,,0,0,0,0,0,0
B. Johnson,Tottenham Hotspur,Tottenham Hotspur,"RWF, RW",23,48000000,30/06/2028,12,974,5,7.51,0,0.68,13.21,52.45,England,"England, Wales",right,179,73,no,6.28,5.73,64.52,1.39,26.67,0.37,0.62,0.28,2.22,3.69,1.2,2,0.18,0,0,2.77,0.46,5,0.46,0.69,0,0,33,3.05,30.3,15.152,0,2.49,14.81,0,0,2.49,14.81,0.18,2.59,57.14,4.99,46.3,6.56,2.03,0.46,19.68,1.39,0.65,22.82,72.47,5.17,57.14,6.56,91.55,4.25,80.43,19.22,83.17,1.29,14.29,17.37,28.15,0.06,0.55,0.09,0,0,0,0.46,1.2,53.85,2.49,66.67,0.28,33.33,1.66,0.37,2.77,73.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. Akanji,Manchester City,Manchester City,"RCB, LCB",29,45000000,30/06/2027,10,963,0,0.29,0,0.31,11.4,54.1,Switzerland,"Switzerland, Nigeria",right,187,91,no,4.86,4.39,55.32,2.8,46.67,0.19,0.3,0.28,2.24,3.62,0.75,2,0.19,0,0,0.65,0,0,0,0.03,0,0,7,0.65,14.29,0,0,0.84,44.44,0.19,0,0.56,66.67,0.09,0.19,100,1.78,52.63,0.75,3.27,0.19,60.37,0.65,0.37,71.96,95.32,23.46,90.04,7.2,100,31.12,97.3,67.38,97.5,3.83,68.29,18.17,39.18,0.03,0.47,0,0,0.09,0,0.09,10.65,89.47,2.43,53.85,0.56,16.67,1.12,0.28,7.66,89.02,0,,0,,0,0,0,0,,,2.62,,,0,0,0,0,0,0
Pau Torres,Aston Villa,Aston Villa,LCB,27,45000000,30/06/2028,12,1221,0,0.05,0,0,8.77,60.5,Spain,Spain,left,191,80,no,4.64,2.95,77.5,2.51,44.12,0.15,0.21,0.29,2.21,3.15,0.29,1,0.07,0,0,0.52,0,0,0,0,0,0,1,0.07,100,0,0,0.07,0,0.07,0,0,0,0,0.44,100,1.55,57.14,0.07,2.29,0.15,38.18,0.22,0.37,48.87,90.5,19.02,85.27,2.36,90.63,20.49,93.17,43.86,94.62,4.94,55.22,19.23,39.08,0,0,0.07,0,0.07,0,0,7.59,82.52,0.74,60,0.29,50,0.52,0,8.11,77.27,0,,0,,0,0,0,0,,,0.88,,,0,0,0,0,0,0
P. Sarr,Tottenham Hotspur,Tottenham Hotspur,"LCMF, RCMF",22,45000000,30/06/2030,12,601,0,0.67,2,0.74,15.87,44.34,Senegal,Senegal,right,184,70,no,6.14,4.94,42.42,3.29,40.91,0,0,0.15,4.04,6.53,1.65,2,0.3,0,0,1.8,0,0,0,0.1,0,0,8,1.2,50,0,0.3,0.45,66.67,0,0,0.45,66.67,0,1.65,45.45,5.69,50,1.2,1.95,0.3,39.38,1.05,1.95,51.21,89.18,14.83,78.79,9.13,95.08,18.57,96.77,49.72,90.06,1.05,57.14,15.98,16.8,0.11,0.45,0.15,0.3,0.3,50,0.45,7.34,87.76,1.65,63.64,0.45,33.33,0.75,0.3,5.09,79.41,0,,0,,0,0,0,0,,,0.75,,,0,0,0,0.15,0,0
D. Udogie,Tottenham Hotspur,Tottenham Hotspur,LB,21,45000000,30/06/2030,12,1094,0,0.34,1,0.77,20.81,54.55,Italy,"Italy, Nigeria",left,186,67,no,10.78,8.97,69.72,1.97,45.83,0,0,0.08,4.52,7.53,1.23,2,0.16,0,0,1.89,0,0,0,0.03,0,0,5,0.41,20,0,0.08,1.65,20,1.65,20,0,0,0.08,2.47,60,7.98,45.36,2.22,2.06,0.99,29.7,0.58,1.97,41.13,87.2,13.82,86.9,7.32,95.51,11.68,87.32,39.32,89.96,0.16,100,15.94,5.52,0.06,0.74,0,0.08,0.08,0,0.49,4.85,93.22,1.15,50,0.08,0,0.49,0.33,4.28,57.69,0,,0,,0,0,0,0,,,0.74,,,0,0,0,0,0,0
