Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
S. Charles,Sheffield Wednesday,Sheffield Wednesday,"RCMF, DMF, RDMF",21,10000000,30/06/2027,14,1309,1,0.73,1,0.76,18.84,53.65,England,"England, Northern Ireland",right,189,75,yes,8.46,7.49,57.8,3.16,47.83,0.69,0.83,0.34,3.44,4.16,1.44,3,0.21,0,0,1.99,0.07,1,0.07,0.05,0,0,8,0.55,25,12.5,0.07,0.62,44.44,0.14,0,0.48,57.14,0,2.41,57.14,5.64,52.44,0.34,1.24,0.14,20.49,0.21,1.44,35.13,83.37,12.44,70.17,5.71,98.8,12.38,89.44,31.97,87.31,2.54,43.24,18.22,27.86,0.05,0.83,0,0.07,0.21,100,0,5.29,74.03,1.51,68.18,0.28,75,0.48,0.28,4.95,76.39,0,,0,,0,0,0,0,,,1.24,,,0.48,0,0,1.17,0,0
J. Cullen,Burnley,Burnley,"RDMF, DMF, RCMF",28,10000000,30/06/2026,15,1301,0,0.23,0,0.26,12.73,53.26,England,"England, Republic of Ireland",right,175,70,no,6.5,4.22,67.21,2.08,53.33,0.55,0.78,0.28,3.11,4.41,1.31,4,0.28,0,0,0.48,0,0,0,0.02,0,0,8,0.55,25,0,0,0.69,20,0.28,25,0.42,16.67,0.14,0.28,50,4.01,41.38,0.76,0.55,0.07,42.06,0.14,1.11,57.07,89.7,12.31,71.91,12.18,98.3,23.8,95.06,50.57,93.71,5.81,63.1,18.94,35.66,0.02,0.62,0,0,0.07,100,0.21,7.47,75.93,1.18,29.41,0.21,33.33,0.42,0.07,5.6,77.78,0,,0,,0,0,0,0,,,1.18,,,0.07,0,0,0,0,0
B. Cabango,Swansea City,Swansea City,RCB,24,9000000,30/06/2025,16,1574,1,0.62,1,0.65,12.18,55.87,Wales,"Wales, Angola",right,188,81,no,9.55,5.32,73.12,3.83,46.27,0.69,1.11,0.57,4.97,8.03,0.69,2,0.11,0,0,0.23,0.06,1,0.06,0.04,0,0,3,0.17,33.33,33.333,0.06,0.11,0,0,0,0.11,0,0,0.17,100,0.86,40,0.34,0.86,0,51.06,0.06,0.34,68.67,89.43,30.19,80.3,4.17,97.26,28.02,97.96,62.44,94.32,6.18,40.74,20.64,42.67,0.04,0.17,0,0,0.11,0,0.06,7.43,63.08,0.8,14.29,0.34,0,0.23,0,10.06,69.89,0,,0,,0,0,0,0,,,3.09,,,0,0,0,0,0,0
H. Mejbri,Burnley,Burnley,"AMF, RCMF, CF",21,9000000,30/06/2028,12,747,0,0.89,0,0.35,22.89,40,France,"France, Tunisia",right,177,74,no,5.9,6.14,54.9,2.65,27.27,0.24,0.36,0,2.29,3.39,2.41,4,0.48,0,0,1.33,0,0,0,0.11,0,0,7,0.84,14.29,0,0,1.57,23.08,0.36,66.67,1.2,10,0.48,1.45,58.33,10.36,34.88,1.81,1.57,0.24,25.18,0.6,2.17,35.78,79.46,9.04,57.33,10.24,95.29,10.96,79.12,32.89,83.52,1.33,45.45,16.76,26.45,0.04,0.36,0,0,0,0,0,5.42,62.22,1.57,46.15,0.12,0,0.6,0.48,4.22,68.57,0,,0,,0,0,0,0,,,1.33,,,0,0,0,0.24,0,0
T. Cantwell,Blackburn Rovers,Blackburn Rovers,"LAMF, AMF, LW",26,8500000,30/06/2027,11,769,0,1.08,1,1.36,19.9,45.29,England,England,right,177,70,no,5.85,5.15,59.09,0.59,20,0.23,0.32,0,2.57,3.51,1.52,4,0.47,0,0,2.93,0,0,0,0.13,0,0,13,1.52,38.46,0,0.12,2.69,17.39,1.4,16.67,1.17,10,0.59,2.22,68.42,11.94,43.14,2.34,2.46,0.23,28.91,1.76,1.76,43.3,77.3,12.17,68.27,10.18,90.8,13.11,76.79,37.69,83.54,3.04,50,17.28,28.27,0.16,1.4,0.12,0,0.47,75,0.7,5.62,70.83,4.1,45.71,0.7,66.67,1.52,0.59,6.44,63.64,0,,0,,0,0,0,0,,,0.35,,,0.7,0.23,50,1.99,0,0
H. Souttar,Sheffield United,Sheffield United,RCB,26,8000000,30/06/2028,16,1502,0,1.04,0,0.05,11.68,66.15,Scotland,"Scotland, Australia",right,198,80,yes,8.03,3.66,67.21,5.15,81.4,0.36,0.45,0.66,5.21,6.56,0.78,2,0.12,0,0,0.18,0,0,0,0.06,0,0,6,0.36,16.67,0,0,0.06,0,0,0,0.06,0,0.06,0.3,40,0.84,21.43,0.66,0.24,0,39.43,0.18,0.18,52.49,89.04,17.92,75.92,2.88,97.92,27.8,95.91,46.5,94.33,5.93,48.48,22.87,46.89,0,0.12,0.06,0,0.06,0,0,6.53,59.63,0.6,10,0.36,16.67,0.24,0,7.31,77.87,0,,0,,0,0,0,0,,,2.52,,,0,0,0,0,0,0
J. Rodon,Leeds United,Leeds United,RCB,27,8000000,30/06/2028,16,1572,0,0.23,0,0.01,10.82,61.38,Wales,Wales,right,193,88,no,6.81,3.78,74.24,4.58,53.75,0.23,0.36,0.63,3.78,5.86,0.8,4,0.23,0,0,0.11,0,0,0,0.01,0,0,3,0.17,33.33,0,0,0,0,0,0,0,0,0,0.06,100,0.8,35.71,0.57,1.03,0.06,56.22,0.06,0.34,73.05,93.34,26.05,84.62,2.29,100,39.22,98.69,70.71,95.06,2.35,41.46,19.77,39.16,0,0.06,0,0.06,0,0,0,6.01,80,0.29,0,0.11,0,0.06,0,9.1,72.96,0,,0,,0,0,0,0,,,1.49,,,0,0,0,0,0,0
H. Hackney,Middlesbrough,Middlesbrough,LDMF,22,7000000,30/06/2027,14,1294,2,1.4,0,0.6,16.41,49.58,England,"England, Scotland",right,178,70,no,7.51,6.82,64.29,0.56,50,0.28,0.38,0.07,2.85,3.87,0.9,4,0.28,1,0.07,2.43,0.14,2,0.14,0.1,0,0,28,1.95,35.71,7.143,0,0.83,41.67,0.35,0,0.49,71.43,0,1.74,64,6.68,40.63,1.11,2.5,0.42,58.84,0.14,0.9,75.19,86.4,27.82,76.25,10.5,94.04,24.9,92.18,67.4,90.09,7.02,56.44,18.64,36.87,0.04,0.56,0,0,0.97,28.57,0.21,14.61,75.71,4.03,55.17,1.6,47.83,1.67,0.28,13.08,82.45,0,,0,,0,0,0,0,,,1.04,,,0.07,0.07,0,0.28,0,0
H. Wright,Coventry City,Coventry City,"LAMF, CF, LWF",26,7000000,30/06/2027,15,1138,7,7.3,1,1.39,22.3,42.55,United States,"United States, Liberia",right,193,90,no,3.48,4.51,47.37,4.35,47.27,0,0,0.16,1.34,2.01,1.5,1,0.08,0,0,5.06,0.55,7,0.55,0.58,1,0.08,37,2.93,37.84,18.919,0.08,2.45,41.94,2.29,44.83,0.16,0,0.16,4.9,58.06,10.83,40.88,4.9,3.16,0.63,12.65,1.5,1.5,16.53,74.64,2.53,62.5,6.09,89.61,3.8,66.67,13.92,80.68,0.32,75,15.2,10.31,0.11,0.79,0,0,0.08,100,0.47,0.4,80,1.58,70,0.08,100,0.79,1.03,1.98,64,0,,0,,0,0,0,0,,,0.16,,,0.08,0.08,0,0,0,0
M. Grimes,Swansea City,Swansea City,"LDMF, DMF, LCMF",29,7000000,30/06/2027,16,1574,1,1.54,1,1.04,10.81,56.08,England,England,left,179,70,no,7.32,4.46,70.51,1.37,41.67,0.06,0.09,0.23,4.12,6.65,0.29,1,0.06,0,0,1.2,0.06,0,0,0.09,0,0,12,0.69,25,8.333,0.06,1.49,30.77,1.09,31.58,0.34,33.33,0.11,0.69,75,3.43,51.67,0.11,1.49,0.11,56.21,0.17,1.03,74.1,91.36,25.04,83.33,9.95,97.7,29.56,95.36,67.81,95.03,4.8,58.33,18.14,36.76,0.06,0.8,0,0.06,0.11,50,0.29,10.69,78.61,2.8,36.73,0.8,42.86,0.51,0.57,9.78,80.12,0,,0,,0,0,0,0,,,1.2,,,1.6,0.17,66.67,1.2,1,100
T. Hume,Sunderland,Sunderland,RB,22,7000000,30/06/2027,16,1573,0,0.31,1,2.06,15.28,52.81,Northern Ireland,Northern Ireland,right,180,71,no,11.04,7.15,64,3.2,42.86,1.14,1.38,0.57,5.32,6.4,0.69,5,0.29,0,0,1.6,0,0,0,0.02,0,0,7,0.4,14.29,0,0.06,1.72,50,0.17,33.33,1.49,50,0.11,1.26,36.36,2.86,42,0.97,1.14,0.4,32.73,1.14,0.8,43.88,82.92,19.85,78.39,5.21,90.11,13.33,88.84,38.16,87.41,4.01,54.29,17.98,34.2,0.12,0.63,0.06,0.11,0.34,66.67,0.51,6.58,80,2.63,56.52,0.46,50,0.63,0.86,8.58,74,0,,0,,0,0,0,0,,,0.8,,,0.29,0,0,0.06,0,0
E. Simms,Coventry City,Coventry City,"CF, RWF",23,7000000,30/06/2027,14,776,2,2.19,0,0.07,13.92,30.83,England,England,right,191,77,no,1.74,2.32,45,3.83,45.45,0,0,0.23,0.7,1.03,1.39,1,0.12,0,0,1.28,0.23,2,0.23,0.25,2,0.23,17,1.97,41.18,11.765,0,0.46,0,0.23,0,0.23,0,0,0.93,50,4.18,22.22,4.18,1.04,0.46,6.61,2.55,0.12,8.58,71.62,2.2,52.63,1.04,88.89,3.48,80,8,75.36,0.23,50,15.46,4.98,0.01,0.23,0,0,0.12,0,0.12,0.35,0,0.35,66.67,0,0,0.58,0,0.46,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Ömür,Hull City,Hull City,"RCMF, RW, LWF",25,7000000,30/06/2027,15,946,0,0.56,0,0.39,17.22,44.2,Türkiye,Türkiye,left,168,70,no,5.9,5.71,60,2.95,6.45,0.29,0.44,0.1,2.19,3.4,0.86,1,0.1,0,0,1.81,0,0,0,0.05,0,0,6,0.57,50,0,0,2.28,20.83,1.24,23.08,0.86,22.22,0.19,1.62,58.82,6.56,50.72,1.24,1.9,1.14,24.07,1.52,1.33,32.73,84.3,7.23,77.63,8.75,93.48,9.7,85.29,29.78,90.1,0.86,44.44,14.81,17.88,0.04,0.67,0,0,0.19,50,0.19,2.09,86.36,2.76,51.72,0.19,0,0.95,0.48,4.09,69.77,0,,0,,0,0,0,0,,,0.48,,,1.14,0.38,50,2,0,0
M. Estève,Burnley,Burnley,LCB,22,7000000,30/06/2029,17,1682,0,0,0,0.09,10.38,57.22,France,France,left,193,87,no,6.42,4.17,66.67,3,60.71,0.32,0.47,0.32,3.32,4.82,0.48,2,0.11,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.27,20,0.27,20,0,0,0,0.27,40,0.91,41.18,0.11,0.37,0.16,48.85,0.32,0.27,64.64,92.47,17.55,80.79,4.12,98.7,37.67,97.73,60.36,95.66,4.01,49.33,20.87,40.95,0,0.05,0,0,0.05,100,0,4.44,75.9,0.43,12.5,0.16,33.33,0,0.05,6.15,66.09,0,,0,,0,0,0,0,,,3.32,,,0,0,0,0,0,0
J. Sarmiento,Burnley,Burnley,"LAMF, AMF, CF",22,7000000,30/06/2027,12,521,2,1.32,0,0.06,23.67,40.88,England,"England, Ecuador",right,183,73,yes,5.87,8.12,51.06,2.76,56.25,0.35,0.53,0.17,1.38,2.12,2.42,2,0.35,0,0,2.42,0.35,2,0.35,0.23,0,0,12,2.07,33.33,16.667,0,1.55,22.22,1.04,16.67,0.52,33.33,0,3.97,34.78,9.85,33.33,2.25,2.42,0.52,19.69,1.9,1.04,23.67,83.94,5.36,70.97,5.87,91.18,8.29,83.33,20.73,90,1.38,62.5,16.55,15.75,0.01,0.69,0.17,0.17,0,0,0,3.11,88.89,2.25,46.15,0,0,0.52,0.52,3.8,77.27,0,,0,,0,0,0,0,,,0,,,0,0,0,0.69,0,0
C. Roberts,Burnley,Burnley,RB,29,7000000,30/06/2025,13,1248,0,0.06,2,0.47,10.02,51.8,Wales,Wales,right,175,76,no,5.91,3.89,59.26,1.3,38.89,0.58,0.86,0.29,3.03,4.5,0.72,1,0.07,0,0,1.01,0,0,0,0,0,0,6,0.43,0,0,0.14,2.24,32.26,0.07,100,2.16,30,0.14,0.43,50,1.73,50,0.58,0.94,0,44.06,0.58,1.37,53.15,86.02,22.43,77.49,6.56,97.8,18.25,92.49,44.93,94.54,6.13,43.53,20.71,36.46,0.03,0.29,0,0,0.14,50,0.43,8.08,69.64,2.52,40,0.65,22.22,0.5,0.58,9.01,77.6,0,,0,,0,0,0,0,,,1.08,,,0.22,0,0,0.36,0,0
J. Eccles,Coventry City,Coventry City,"RDMF, RCMF",24,7000000,30/06/2027,16,1491,1,1.78,2,1.14,13.22,52.97,England,England,right,181,66,no,8.09,5.86,65.98,1.45,66.67,0.36,0.51,0.42,3.86,5.45,1.33,4,0.24,0,0,1.45,0.06,1,0.06,0.11,0,0,22,1.33,22.73,4.545,0.12,1.27,33.33,0.12,50,1.15,31.58,0,1.03,58.82,3.86,39.06,0.97,1.27,0.24,35.01,0.66,0.97,48.17,83.83,15.09,69.6,7.42,91.87,18.41,91.15,42.49,88.49,4.53,52,19.9,43.1,0.07,0.6,0,0.06,0.3,40,0.18,11.35,78.19,2.23,37.84,0.48,50,0.6,0.48,8.75,80.69,0,,0,,0,0,0,0,,,0.48,,,0.06,0,0,0.6,0,0
M. van Ewijk,Coventry City,Coventry City,"RB, RWB",24,7000000,30/06/2027,17,1693,1,1.18,1,2.19,15.15,56.49,Netherlands,"Netherlands, Suriname",right,175,68,no,8.13,6.17,72.41,1.28,45.83,0.32,0.45,0,3.35,4.71,0.58,0,0,0,0,3.08,0.05,1,0.05,0.06,0,0,13,0.69,46.15,7.692,0.05,3.72,37.14,0,0,3.72,37.14,0.53,2.34,59.09,5.26,45.45,1.12,1.86,0.53,29.5,2.02,1.06,40.83,80.73,12.55,70.76,8.56,95.65,13.18,83.06,34.24,88.51,2.98,46.43,19.34,39.39,0.12,1.06,0,0.05,0.05,0,0.64,4.36,67.07,3.3,46.77,0.32,33.33,0.37,1.44,8.03,76.16,0,,0,,0,0,0,0,,,1.06,,,0.05,0.05,100,0,0,0
B. Sheaf,Coventry City,Coventry City,"LDMF, DMF, LCMF",26,7000000,30/06/2026,10,934,0,0.63,0,0.65,18.12,55.32,England,England,right,185,64,no,9.54,7.32,65.79,2.6,70.37,0.58,0.85,0.48,4.14,6.11,1.25,3,0.29,0,0,1.54,0,0,0,0.06,0,0,13,1.25,15.38,0,0,1.45,13.33,0.67,28.57,0.77,0,0.1,1.54,68.75,5.4,46.43,1.45,1.54,0.1,36.91,0.19,1.06,53.87,87.12,17.15,78.09,6.94,91.67,22.07,93.89,49.24,91.19,3.18,57.58,18.38,37.34,0.06,0.96,0,0,0.29,33.33,0.19,8,80.72,2.99,48.39,0.48,60,1.06,0.39,8.19,74.12,0,,0,,0,0,0,0,,,0.39,,,0.1,0,0,0,0,0
T. Chong,Luton Town,Luton Town,"LW, LWF, LWB",24,6000000,30/06/2026,14,1147,2,1.31,0,1.38,19.07,44.86,Curaçao,"Curaçao, Netherlands",left,185,75,no,5.02,4.86,46.77,1.57,20,0.47,0.67,0.16,2.28,3.23,1.33,3,0.24,0,0,3.53,0.16,2,0.16,0.1,0,0,14,1.1,28.57,14.286,0,2.59,27.27,2.51,28.13,0.08,0,0.24,3.84,65.31,10.67,46.32,2.12,1.96,0.47,13.73,0.71,2.04,22.76,76.9,5.49,68.57,6.59,94.05,6.12,71.79,19.62,84.4,0.78,50,18.79,16,0.11,0.71,0,0,0,0,0.16,2.51,71.88,1.8,39.13,0,0,0.47,0.63,2.98,68.42,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0.08,0,0
C. Mepham,Sunderland,Sunderland,RCB,27,6000000,30/06/2025,12,1205,0,0.09,0,0,13.44,57.22,England,"England, Wales",right,193,77,yes,8.44,4.71,65.08,5,55.22,0.45,0.57,0.67,4.93,6.23,0.97,4,0.3,0,0,0.3,0,0,0,0.01,0,0,3,0.22,0,0,0,0,0,0,0,0,0,0,0.22,100,1.49,40,0.82,2.17,0.07,30.62,0.67,0.45,46.16,88.35,15.98,75.23,3.21,95.35,22.18,96.3,42.12,92.73,4.03,42.59,19.55,35.08,0,0.07,0,0,0.07,100,0,4.93,77.27,0.3,25,0.15,0,0.22,0,5.9,53.16,0,,0,,0,0,0,0,,,1.27,,,0,0,0,0,0,0
F. Ebosele,Watford,Watford,"RWB, LWB, RB",22,6000000,30/06/2027,10,621,1,0.31,0,0.98,25.36,57.14,Republic of Ireland,"Republic of Ireland, Nigeria",right,180,64,yes,11.3,10.14,67.14,3.33,56.52,1.01,1.41,0.14,3.48,4.83,1.74,5,0.72,0,0,4.64,0.14,1,0.14,0.05,0,0,5,0.72,20,20,0,2.46,52.94,1.01,57.14,1.45,50,0.29,5.36,56.76,10.43,48.61,2.17,3.62,0.14,20.72,0.87,1.45,29.57,75.49,11.01,61.84,6.81,89.36,8.26,82.46,23.19,83.13,4.06,42.86,18.87,35.63,0.14,1.16,0,0,0.14,100,0.72,2.46,52.94,2.03,42.86,0.43,33.33,0.43,1.16,6.81,55.32,0,,0,,0,0,0,0,,,0.72,,,0,0,0,0,0,0
J. Anthony,Burnley,Burnley,"LW, RAMF, LAMF",24,6000000,30/06/2027,14,1260,2,3.87,2,1.77,17.86,38.4,England,"England, Jamaica",right,183,68,yes,6.29,4,60.71,1.57,18.18,0.07,0.1,0.07,3.79,5.48,0.93,1,0.07,0,0,4.29,0.14,2,0.14,0.28,0,0,27,1.93,29.63,7.407,0.14,3.71,32.69,2.07,27.59,1.57,40.91,0.36,5.29,47.3,9.79,34.31,3.36,4.14,0.29,23.71,2.64,0.79,30.43,76.06,7,64.29,8.36,96.58,9.43,70.45,24.29,84.71,2.57,58.33,18.52,34.23,0.13,1.43,0.07,0,0.07,0,0.29,2.71,73.68,3.5,46.94,0.14,0,1.29,1.14,5.79,74.07,0,,0,,0,0,0,0,,,0.14,,,0.29,0.21,33.33,2.07,0,0
M. Núñez,Norwich City,Norwich City,"RDMF, RCMF",24,5000000,30/06/2026,10,875,2,0.92,0,2.36,15.84,48.05,Chile,Chile,right,173,73,no,9.26,8.33,59.26,0.51,20,0.51,0.69,0.41,3.81,5.09,1.34,2,0.21,0,0,1.13,0.21,2,0.21,0.1,0,0,11,1.13,36.36,18.182,0,1.34,7.69,0.31,0,1.03,10,0.62,0.82,62.5,4.73,28.26,0.62,1.03,0.41,48.45,0.31,0.82,58.63,87.19,17.07,73.49,11.73,99.12,23.45,92.54,52.56,92.17,4.73,54.35,20.24,42.18,0.24,2.16,0.1,0.1,0.21,50,0.21,8.64,69.05,2.88,39.29,0.41,25,1.03,0.1,8.23,77.5,0,,0,,0,0,0,0,,,1.34,,,1.23,0.41,25,4.01,0,0
Junior Firpo,Leeds United,Leeds United,LB,28,5000000,30/06/2025,13,1248,1,0.68,3,1.32,18.39,52.94,Dominican Republic,"Dominican Republic, Spain",left,184,78,no,7.43,6.42,58.43,4.11,59.65,0.22,0.34,0.22,3.46,5.37,1.66,6,0.43,0,0,1.8,0.07,1,0.07,0.05,0,0,6,0.43,33.33,16.667,0.22,2.38,33.33,2.24,32.26,0,0,0.07,1.01,71.43,4.62,42.19,2.52,1.3,0.07,41.97,1.37,1.8,50.84,84.68,16.37,74.89,12.26,97.65,13.34,87.03,46.66,89.03,1.8,40,17.27,24.89,0.1,1.08,0.07,0,0.36,40,0.58,5.84,71.6,2.38,57.58,0.43,16.67,0.94,0.72,9.01,79.2,0,,0,,0,0,0,0,,,0.22,,,0.14,0,0,0,0,0
T. Dolan,Blackburn Rovers,Blackburn Rovers,"AMF, CF",22,5000000,30/06/2025,14,983,2,2.39,1,0.76,17.76,37.63,England,England,right,170,55,no,5.58,4.67,56.86,1.19,7.69,0.37,0.46,0,2.56,3.22,1.19,4,0.37,0,0,2.75,0.18,2,0.18,0.22,0,0,15,1.37,53.33,13.333,0.09,1.65,44.44,1.01,36.36,0.64,57.14,0.55,1.92,57.14,9.8,36.45,2.38,2.11,0.64,18.68,0.73,1.65,28.29,78.32,6.96,68.42,8.88,86.6,7.14,78.21,25.27,82.61,1.37,40,17.07,26.81,0.07,0.64,0,0.09,0.37,50,0.46,2.84,74.19,3.11,38.24,0.46,60,1.01,0.82,3.39,75.68,0,,0,,0,0,0,0,,,0,,,0,0,0,0.55,0,0
F. Azaz,Middlesbrough,Middlesbrough,"AMF, LAMF, CF",24,5000000,30/06/2028,16,1349,5,4.03,8,4.94,13.61,47.55,England,"England, Republic of Ireland",right,185,73,no,4.14,3.34,66,0.73,9.09,0.27,0.35,0.07,1.67,2.19,0.67,3,0.2,0,0,4.34,0.33,5,0.33,0.27,0,0,43,2.87,41.86,11.628,0.53,1.87,39.29,0.6,55.56,1.27,31.58,0.13,2.4,66.67,7.94,44.54,3.6,1.2,0.33,28.02,1.07,1,34.89,78.97,11.81,68.93,7.54,93.81,8.87,81.95,30.89,82.72,2.27,58.82,17.84,39.51,0.33,2.47,0.07,0,1.53,52.17,0.8,5.14,66.23,3.54,67.92,1.13,58.82,2.47,0.67,6.27,84.04,0,,0,,0,0,0,0,,,0.2,,,1.53,0.13,0,4.34,0,0
A. Gilchrist,Sheffield United,Sheffield United,RB,20,5000000,30/06/2026,16,1180,0,0.27,0,0.24,14.19,51.61,England,England,right,184,78,yes,9.76,6.56,58.14,2.06,55.56,0.38,0.47,0.69,5.57,6.89,0.76,1,0.08,0,0,1.3,0,0,0,0.02,0,0,5,0.38,40,0,0,0.92,33.33,0,0,0.92,33.33,0.15,0.99,69.23,3.43,46.67,0.23,1.14,0.31,30.05,0.92,0.38,38.75,82.09,16.86,74.21,5.72,94.67,10.53,86.96,34.7,86.37,3.13,48.78,19.19,39.07,0.02,0.38,0,0,0.15,100,0.15,7.09,72.04,2.14,32.14,0.46,33.33,0.38,0.38,7.93,79.81,0,,0,,0,0,0,0,,,0.61,,,0,0,0,0.08,0,0
D. Neil,Sunderland,Sunderland,"DMF, RDMF, LDMF",22,5000000,30/06/2026,16,1598,0,0.39,1,0.43,13.12,54.51,England,England,right,178,70,no,7.1,5.63,66,1.69,50,0.34,0.42,0.17,3.04,3.75,0.79,2,0.11,1,0.06,0.56,0,0,0,0.02,0,0,10,0.56,0,0,0.06,0.45,25,0.11,0,0.34,33.33,0.06,0.9,43.75,3.6,40.63,0.11,1.63,0.28,26.36,0.06,0.73,40.1,86.94,13.46,76.99,5.58,95.96,15.26,92.99,36.72,89.57,2.93,63.46,18.15,28.8,0.02,0.28,0,0,0.28,20,0.28,5.58,80.81,1.41,60,0.45,62.5,0.68,0.11,5.8,70.87,0,,0,,0,0,0,0,,,1.52,,,0,0,0,0.06,0,0
A. Forson,Norwich City,Norwich City,"RWF, AMF, LCMF",21,5000000,30/06/2028,15,637,0,0.37,1,0.48,18.08,41.41,Ghana,Ghana,left,173,65,no,7.35,8.19,51.72,0.99,14.29,0,0,0.57,3.11,4.43,1.27,2,0.28,0,0,1.7,0,0,0,0.05,0,0,9,1.27,33.33,0,0.14,0.57,25,0.28,50,0.14,0,0.14,1.7,58.33,7.21,33.33,1.13,1.41,0,20.91,0.71,1.13,27.41,78.35,6.5,54.35,5.79,100,9.61,80.88,24.16,83.63,2.68,42.11,18.41,30.76,0.07,0.71,0,0,0.14,100,0.14,3.67,53.85,1.55,45.45,0.28,50,0.28,0.28,3.25,65.22,0,,0,,0,0,0,0,,,0.14,,,0.28,0,0,0,0,0
J. Knight,Bristol City,Bristol City,"LDMF, LCMF",23,5000000,30/06/2027,17,1672,1,2.4,2,1.38,14.96,57.91,Republic of Ireland,Republic of Ireland,right,173,63,no,7.54,4.74,75,2.8,59.62,0.27,0.34,0.16,3.71,4.74,0.65,1,0.05,0,0,1.24,0.05,1,0.05,0.13,1,0.05,15,0.81,26.67,6.667,0.11,0.92,47.06,0.22,25,0.7,53.85,0.05,0.81,66.67,5.22,49.48,1.35,1.67,0.59,31.76,0.38,1.67,48.12,82.77,14.75,70.44,9.15,92.35,16.63,90.94,43.92,85.78,3.34,53.23,17.43,35.65,0.07,0.7,0,0,0.11,50,0.27,8.45,74.52,1.78,48.48,0.38,57.14,0.75,0.27,7.43,78.26,0,,0,,0,0,0,0,,,0.54,,,0,0,0,0,0,0
B. Humphreys,Burnley,Burnley,"RB, LB",21,4800000,30/06/2027,11,666,0,0.15,0,0.21,18.24,52.59,England,"England, Uganda",left,186,79,yes,11.62,7.7,66.67,4.19,41.94,1.35,1.99,0,5.14,7.55,0.68,2,0.27,1,0.14,1.22,0,0,0,0.02,0,0,3,0.41,0,0,0,1.08,50,0.81,66.67,0.27,0,0,1.49,45.45,4.32,46.88,0.27,2.7,0.41,40.41,1.08,1.08,50,87.57,22.7,80.36,6.35,97.87,15,94.59,45,92.19,3.92,44.83,18.09,27.35,0.03,0.54,0,0,0,0,0.14,7.57,75,1.35,40,0.14,0,0.14,0.54,8.11,73.33,0,,0,,0,0,0,0,,,0.68,,,0,0,0,0,0,0
J. Rudoni,Coventry City,Coventry City,"AMF, LWB, RCMF",23,4800000,30/06/2026,17,1497,2,1.92,3,3.31,15.93,44.53,England,England,left,185,77,no,6.37,5.77,60.42,1.86,51.61,0.18,0.26,0.18,2.71,3.84,1.2,2,0.12,0,0,2.65,0.12,2,0.12,0.12,0,0,16,0.96,43.75,12.5,0.18,2.77,39.13,1.86,38.71,0.9,40,0.54,2.59,39.53,6.07,30.69,1.98,1.56,0.24,27.11,1.2,0.42,37.33,82.45,11.12,71.35,9.14,94.74,10.04,85.03,33.01,87.8,1.74,48.28,17.61,32.89,0.2,1.74,0.06,0,0.24,50,0.36,4.51,76,2.89,54.17,0.3,20,0.9,1.02,6.01,77,0,,0,,0,0,0,0,,,0.3,,,1.44,0.06,0,3.91,0,0
