Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
R. Slater,Hull City,Hull City,RCMF,25,3500000,30/06/2026,17,1146,1,2.16,0,0.69,12.88,47.56,England,England,right,173,65,no,5.5,5.03,65.63,1.73,18.18,0,0,0.08,2.2,3.13,0.47,0,0,0,0,2.2,0.08,1,0.08,0.17,0,0,16,1.26,31.25,6.25,0,1.88,41.67,0.31,75,1.57,35,0.24,1.49,68.42,4.55,41.38,2.2,1.65,0.79,19.01,0.63,0.39,26.23,84.13,6.6,72.62,7.15,97.8,7.23,85.87,22.77,90.69,1.81,47.83,17.03,26.35,0.05,0.63,0,0,0,0,0.16,1.49,73.68,1.41,66.67,0.08,0,0.55,0.47,3.06,66.67,0,,0,,0,0,0,0,,,0.55,,,0,0,0,0,0,0
M. Manhoef,Stoke City,Stoke City,"RAMF, RW",22,3500000,30/06/2025,16,1424,3,3.34,2,1.88,20.86,35.45,Netherlands,"Netherlands, Suriname",left,179,71,no,3.41,5.31,48.81,1.39,22.73,0,0,0,0.82,1.01,1.2,1,0.06,0,0,3.29,0.19,3,0.19,0.21,0,0,37,2.34,35.14,8.108,0.13,1.52,12.5,0.19,33.33,1.33,9.52,0.32,5.06,42.5,12.13,32.29,2.34,3.79,0.51,14.92,1.26,1.01,19.66,75.88,4.55,58.33,5.44,96.51,6.26,66.67,16.94,85.45,1.33,19.05,18.46,35.89,0.12,1.33,0.06,0,0.32,40,0.19,2.28,52.78,2.53,35,0.38,33.33,0.88,0.19,2.78,75,0,,0,,0,0,0,0,,,0.06,,,1.14,0.19,33.33,3.16,0,0
F. Woodman,Preston North End,Preston North End,GK,27,3500000,30/06/2025,17,1667,0,0,0,0,1.3,91.67,England,England,right,188,83,no,1.73,0.11,50,0.92,100,0,0,0.05,1.67,2.2,0.05,3,0.16,1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0.22,75,0,0,0,19.17,0.11,0.16,29.91,86.82,16.3,77.81,0,0,12.2,98.67,17.6,98.47,12.2,70.8,32.56,47.9,0,0,0,0,0,0,0,3.35,59.68,0.22,0,0.05,0,0,0,7.61,73.76,24,1.3,61,3.29,7,60.66,19.82,1.07,-4.18,-0.226,0,2.05,0.92,,,,0,0,0
M. Frøkjær-Jensen,Preston North End,Preston North End,"AMF, RCMF, CF",25,3200000,30/06/2027,15,922,2,0.9,0,0.81,18.94,38.66,Denmark,Denmark,right,186,79,no,6.93,8,52.44,2.73,28.57,0.68,0.93,0,2.05,2.79,2.44,3,0.29,0,0,2.25,0.2,2,0.2,0.09,0,0,14,1.37,14.29,14.286,0,2.83,44.83,1.85,47.37,0.98,40,0.1,1.85,36.84,5.56,29.82,1.66,1.95,0.29,24.01,0.68,0.59,33.77,75.72,9.18,63.83,8.69,87.64,10.05,73.79,28.21,82.35,3.12,40.63,18.39,33.23,0.08,0.88,0.1,0,0.39,25,0.39,5.66,65.52,3.51,47.22,0.78,12.5,0.88,1.27,7.42,77.63,0,,0,,0,0,0,0,,,0.49,,,0.2,0,0,0.39,0,0
S. Field,Queens Park Rangers,Queens Park Rangers,"LCMF, RDMF, LDMF",26,3200000,,16,1465,0,1.37,0,0.57,15.05,57.14,England,England,left,191,90,no,7.43,5.1,68.67,4.91,62.5,0.37,0.45,0.43,3.56,4.31,0.68,4,0.25,0,0,0.68,0,0,0,0.08,0,0,13,0.8,46.15,0,0,0.18,33.33,0.12,50,0.06,0,0,0.37,66.67,3.19,42.31,1.11,0.68,0,22.67,0.06,1.17,35.57,84.28,13.39,72.02,4.73,98.7,11.98,89.23,31.52,88.89,3.87,49.21,17.27,30.08,0.04,0.55,0,0,0,0,0,4.85,67.09,0.55,55.56,0.37,16.67,0.55,0.06,5.53,62.22,0,,0,,0,0,0,0,,,0.68,,,0,0,0,0.06,0,0
H. Burrows,Sheffield United,Sheffield United,LB,22,3200000,30/06/2028,14,1346,2,1.06,0,1.83,15.45,61.04,England,England,left,168,56,no,7.76,6.82,68.63,2.14,62.5,0,0,0.13,3.08,3.92,0.8,2,0.13,0,0,1.6,0.13,2,0.13,0.07,0,0,16,1.07,31.25,12.5,0,2.94,27.27,2.61,28.21,0.33,20,0.74,0.87,53.85,4.75,47.89,1.47,1.67,0.13,27.88,0.94,1.34,37.64,77.8,13.11,64.8,8.83,95.45,8.83,75.76,29.89,88.37,4.88,42.47,19.28,40.58,0.12,1.07,0,0,0.07,0,0.27,4.68,58.57,2.74,36.59,0.33,40,0.47,0.87,7.56,66.37,0,,0,,0,0,0,0,,,0.27,,,0.6,0.13,0,2.21,0,0
J. Tymon,Swansea City,Swansea City,LB,25,3200000,30/06/2026,15,1360,0,0.21,1,2.52,14.29,45.83,England,England,left,178,74,no,6.42,5.49,60.24,2.51,36.84,0,0,0.07,3.11,5.18,0.33,5,0.33,0,0,2.58,0,0,0,0.01,0,0,5,0.33,20,0,0.07,3.18,56.25,3.04,54.35,0.07,100,0.4,0.99,60,4.57,36.23,0.6,2.51,0.73,33.29,3.04,0.4,42.95,85.52,12.04,75.82,11.38,97.09,11.98,85.64,37.99,90.07,1.79,40.74,16.77,30.56,0.17,1.46,0,0,0.13,100,0.4,3.71,67.86,3.44,51.92,0.33,40,0.33,1.79,6.35,71.88,0,,0,,0,0,0,0,,,0.4,,,0.2,0,0,2.05,0,0
J. Swift,West Bromwich Albion,West Bromwich Albion,"AMF, CF",29,3200000,30/06/2025,16,952,0,1.36,0,1.9,12.67,51.49,England,England,right,182,73,no,3.4,3.69,58.97,1.8,63.16,0.28,0.41,0,0.95,1.36,0.85,3,0.28,0,0,1.7,0,0,0,0.13,0,0,14,1.32,7.14,0,0,0.28,33.33,0.19,0,0.09,100,0,1.51,68.75,5.77,47.54,1.42,2.17,0.09,46.8,0.66,1.23,58.14,90.73,13.71,80,13.33,97.16,19.66,93.27,55.4,92.15,2.46,65.38,16.53,27.2,0.18,1.51,0,0,0.57,83.33,0.38,6.71,83.1,1.8,52.63,1.23,69.23,1.32,0.09,7.47,79.75,0,,0,,0,0,0,0,,,0.09,,,1.42,0,0,2.74,0,0
P. Roberts,Sunderland,Sunderland,"RAMF, RWF, RW",27,3200000,30/06/2026,16,1281,1,2.37,2,1.28,20.09,48.95,England,England,left,167,64,no,4.64,5.34,60.53,0.91,46.15,0.14,0.17,0,1.26,1.51,0.56,5,0.35,0,0,5.69,0.07,0,0,0.17,0,0,33,2.32,15.15,3.03,0.14,2.6,37.84,0.28,25,2.32,39.39,0.28,7.17,56.86,12.01,46.78,3.3,4.64,0.91,27.96,1.62,1.12,35.55,84.19,9.48,77.04,9.77,96.4,9.84,77.14,30.98,89.8,2.04,55.17,17.09,28.1,0.09,1.26,0.14,0,0.63,44.44,0.28,4.07,86.21,3.58,54.9,0.77,45.45,1.33,0.98,6.46,86.96,0,,0,,0,0,0,0,,,0,,,1.26,0.35,20,2.81,1,100
A. Browne,Sunderland,Sunderland,"LDMF, RCMF, LCMF",29,3000000,30/06/2027,12,707,1,1.02,0,0.23,18.33,44.44,Republic of Ireland,Republic of Ireland,right,179,71,no,7.51,5.73,64.44,3.69,31.03,0,0,0.51,3.82,4.76,0.76,0,0,0,0,1.27,0.13,1,0.13,0.13,0,0,5,0.64,60,20,0,0.76,50,0,0,0.76,50,0,0.64,60,5.6,38.64,1.02,0.89,0.51,18.59,0.76,1.78,28.39,82.96,7.51,59.32,6.62,92.31,8.53,94.03,24.44,87.5,3.18,56,17.31,25.35,0.03,0.51,0.25,0,0.25,50,0.25,3.18,64,1.27,50,0.51,50,0.64,0.25,3.18,60,0,,0,,0,0,0,0,,,0.38,,,0.38,0.13,0,0.89,0,0
R. Brewster,Sheffield United,Sheffield United,"AMF, CF, LW",24,3000000,30/06/2025,12,414,0,0.39,1,0.32,16.09,40.54,England,"England, Barbados",right,180,75,no,4.13,3.04,42.86,2.39,18.18,0.65,0.87,0,2.17,2.88,0.87,1,0.22,0,0,2.61,0,0,0,0.09,0,0,5,1.09,20,0,0.22,1.09,20,0.43,0,0.65,33.33,0,2.83,61.54,7.61,48.57,1.74,1.52,0.22,15.65,0.65,1.52,21.3,79.59,6.74,77.42,4.57,95.24,6.74,77.42,18.48,82.35,1.96,77.78,20.14,22.42,0.07,0.65,0,0,0.65,66.67,0.87,3.04,85.71,1.74,62.5,0.43,50,1.3,0.22,4.13,84.21,0,,0,,0,0,0,0,,,0,,,0,0,0,0.65,0,0
A. Morris,Middlesbrough,Middlesbrough,"RDMF, LDMF, RCMF",23,3000000,31/12/2026,15,1301,0,1.23,0,0.23,15.77,54.39,United States,"United States, Canada",right,178,72,no,8.09,6.92,71,0.83,0,0.14,0.18,0,3.04,3.94,0.69,2,0.14,0,0,1.11,0,0,0,0.09,0,0,15,1.04,13.33,0,0,0.48,42.86,0.14,50,0.35,40,0.14,0.97,64.29,5.81,45.24,1.45,0.76,0,52.78,0.14,1.73,65.93,94.02,16.67,86.31,9.75,96.45,24.56,97.46,61.91,95.87,3.6,69.23,16.5,36.91,0.02,0.48,0.07,0.07,0.14,100,0.07,7.96,86.09,1.18,58.82,0.14,0,0.83,0.14,5.95,79.07,0,,0,,0,0,0,0,,,0.62,,,0,0,0,0.07,0,0
J. Cooper,Millwall,Millwall,LCB,29,3000000,,15,1425,2,1.11,1,0.07,15.03,58.4,England,England,left,193,85,no,5.49,2.4,73.68,7.64,64.46,0,0,0.44,3.73,4.32,1.07,3,0.19,0,0,0.38,0.13,2,0.13,0.07,2,0.13,10,0.63,50,20,0.06,0,0,0,0,0,0,0,0.19,33.33,0.63,30,1.14,0.13,0.06,17.81,0.13,0.51,27.54,82.11,11.87,70.74,1.58,92,12.06,92.67,22.48,87.08,5.05,60,25.22,46.44,0,0.06,0.06,0.06,0,0,0,4.61,60.27,0.51,25,0.19,33.33,0.32,0,6.32,71,0,,0,,0,0,0,0,,,1.07,,,0,0,0,0,0,0
O. Cooper,Swansea City,Swansea City,"AMF, CF, LCMF",24,3000000,30/06/2027,12,786,1,0.21,1,1.26,15.11,47.73,England,"England, Wales",right,176,68,no,5.04,5.15,44.44,0.34,33.33,0.11,0.19,0.11,2.63,4.34,1.6,0,0,0,0,1.6,0.11,1,0.11,0.02,0,0,4,0.46,25,25,0.11,1.37,58.33,0.8,42.86,0.57,80,0.34,0.92,62.5,7.44,49.23,1.95,2.18,0.23,19.58,0.69,2.98,24.85,85.71,6.76,77.97,6.87,95,6.98,83.61,22.9,88.5,0.57,40,15.2,13.17,0.14,0.8,0,0,0.23,50,0.46,2.06,77.78,1.49,69.23,0.23,50,0.69,0.57,2.29,90,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Neto Borges,Middlesbrough,Middlesbrough,LB,28,3000000,30/06/2027,12,1138,0,0.67,1,0.61,17.95,48.02,Brazil,Brazil,left,185,89,no,9.17,7.43,60.64,3.64,41.3,0.47,0.63,0.08,4.19,5.58,1.42,2,0.16,0,0,1.58,0,0,0,0.05,0,0,5,0.4,0,0,0.08,2.14,29.63,2.06,26.92,0,0,0.24,1.74,54.55,5.38,36.76,1.74,1.34,0.08,31.16,1.82,0.79,40.33,83.14,9.73,65.85,8.86,97.32,12.65,88.13,36.7,88.15,1.58,35,17.06,24.24,0.05,0.47,0,0,0,0,0.16,2.53,68.75,2.06,42.31,0.08,0,0.55,0.63,5.22,65.15,0,,0,,0,0,0,0,,,0.32,,,0,0,0,0,0,0
Gonçalo Franco,Swansea City,Swansea City,"RDMF, RCMF, LDMF",24,3000000,30/06/2028,14,1137,0,1.55,1,0.49,20.9,49.62,Portugal,Portugal,right,176,70,no,10.37,10.77,66.91,2.37,23.33,0,0,0.32,3.17,4.94,1.74,4,0.32,0,0,1.66,0,0,0,0.12,0,0,20,1.58,20,0,0.08,1.19,33.33,0.16,0,1.03,38.46,0.08,1.58,45,5.62,32.39,1.03,0.4,0,30.4,0.79,1.35,40.92,82.79,10.77,63.97,12.35,96.15,10.92,86.96,37.28,85.77,2.61,60.61,16.43,35.04,0.04,0.24,0.08,0,0.24,100,0.08,5.07,64.06,1.42,55.56,0.16,50,0.4,0.32,5.22,74.24,0,,0,,0,0,0,0,,,0.71,,,0,0,0,0,0,0
M. Siopis,Cardiff City,Cardiff City,"RDMF, RCMF",30,3000000,30/06/2026,12,869,0,0.06,0,0.06,15.74,53.29,Greece,Greece,right,168,67,no,9.63,7.04,58.82,1.04,30,1.04,1.31,0.31,4.45,5.63,0.83,3,0.31,0,0,0.41,0,0,0,0.01,0,0,3,0.31,33.33,0,0,0.21,50,0.1,100,0.1,0,0,0.31,66.67,4.25,53.66,0,0,0,24.65,0.21,1.76,37.59,83.47,11.08,67.29,5.8,96.43,14.71,88.73,33.04,88.09,4.35,50,18.36,27.62,0.01,0.21,0,0,0,0,0,7.25,71.43,0.93,11.11,0.52,0,0,0.1,6.01,62.07,0,,0,,0,0,0,0,,,0.83,,,0,0,0,0,0,0
T. Kaminski,Luton Town,Luton Town,GK,32,3000000,30/06/2025,15,1431,0,0,0,0,0.38,66.67,Belgium,"Belgium, Poland",right,190,78,no,0.69,0,0,0.13,50,0,0,0,0.69,0.96,0.06,2,0.13,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47,0.19,0.06,23.21,81.84,15.35,74.59,0,0,7.04,95.54,11.38,98.34,11.82,65.96,37.39,52.31,0,0,0,0,0,0,0,6.35,68.32,0.69,27.27,0.13,0,0.13,0,8.74,81.29,25,1.57,79,4.97,4,68.35,23.9,1.5,-1.1,-0.069,0,0.5,0.13,,,,0,0,0
J. Wallace,West Bromwich Albion,West Bromwich Albion,"RAMF, AMF, RW",30,3000000,30/06/2026,13,354,0,0.48,0,0.13,19.07,34.67,England,England,right,178,70,no,4.07,5.34,52.38,5.34,33.33,0.25,0.3,0,1.02,1.21,1.27,1,0.25,0,0,1.53,0,0,0,0.12,0,0,3,0.76,33.33,0,0,2.54,20,0.76,0,1.78,28.57,0.51,2.8,27.27,6.36,24,1.02,2.8,1.27,16.53,1.02,0.76,20.59,75.31,4.83,57.89,5.85,91.3,6.86,66.67,16.27,87.5,1.78,42.86,12.78,13.89,0.03,0.76,0,0,0.25,0,0,1.53,66.67,3.05,25,0.25,0,0.25,0.51,2.03,75,0,,0,,0,0,0,0,,,0,,,0.25,0,0,0,0,0
J. Molumby,West Bromwich Albion,West Bromwich Albion,"RDMF, RCMF",25,3000000,30/06/2025,14,1029,1,0.73,0,0.29,17.84,45.1,Republic of Ireland,Republic of Ireland,right,176,64,no,8.92,7.26,51.81,2.71,51.61,0.44,0.59,0.44,4.72,6.33,1.31,4,0.35,0,0,1.66,0.09,1,0.09,0.06,0,0,6,0.52,100,16.667,0,0.79,33.33,0.17,50,0.61,28.57,0,1.49,52.94,5.07,37.93,0.79,1.57,0.44,35.34,0.17,1.22,46.53,88.53,12.94,71.62,8.13,98.92,18.72,95.33,43.03,91.46,2.8,59.38,18.35,29.6,0.03,0.35,0.09,0,0.17,50,0.17,6.3,76.39,1.31,53.33,0.26,33.33,0.26,0.17,5.77,78.79,0,,0,,0,0,0,0,,,1.49,,,0,0,0,0,0,0
M. Johnston,West Bromwich Albion,West Bromwich Albion,"LAMF, LW",25,3000000,30/06/2028,13,544,0,0.63,1,0.17,22.83,44.93,Scotland,"Scotland, Republic of Ireland",left,178,66,no,3.97,4.3,53.85,1.16,14.29,0.17,0.22,0,1.49,2,0.5,1,0.17,0,0,6.45,0,0,0,0.1,0,0,15,2.48,20,0,0.17,3.14,15.79,2.98,16.67,0.17,0,0.33,10.59,51.56,15.39,45.16,2.81,5.96,0.17,29.78,0.33,0.66,37.56,82.38,6.95,80.95,11.42,97.1,11.58,75.71,33.09,89.5,1.49,55.56,17.17,12.55,0.03,1.16,0,0.17,0.17,0,0.17,1.82,100,2.98,55.56,0.17,0,1.49,0.5,4.8,79.31,0,,0,,0,0,0,0,,,0.17,,,0,0,0,1.49,0,0
B. Thomas-Asante,Coventry City,Coventry City,"CF, RAMF",25,3000000,30/06/2028,16,797,1,1.67,1,0.8,19.2,37.65,England,"England, Ghana",right,182,80,no,2.94,2.6,65.22,4.86,30.23,0.11,0.17,0,1.13,1.72,0.68,3,0.34,0,0,2.26,0.11,1,0.11,0.19,0,0,16,1.81,25,6.25,0.11,1.36,16.67,0.34,33.33,1.02,11.11,0.11,2.6,60.87,8.24,35.62,3.61,1.02,0.34,7.45,0.9,1.24,9.6,63.53,2.26,50,2.82,84,2.26,60,8.02,73.24,0.23,0,16.15,5.6,0.09,0.45,0,0.11,0.23,0,0.23,0.79,57.14,1.24,9.09,0.34,0,0.23,0.11,0.79,71.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. Drameh,Hull City,Hull City,LB,22,3000000,30/06/2027,15,1161,1,0.19,0,0.47,20.7,52.81,England,"England, Gambia",right,181,69,no,13.02,8.6,74.77,3.18,31.71,1.24,1.86,0.08,5.35,8.02,0.78,1,0.08,0,0,2.48,0.08,1,0.08,0.01,0,0,12,0.93,8.33,8.333,0,1.47,36.84,1.47,36.84,0,0,0.39,2.64,67.65,6.9,41.57,1.32,2.71,0.62,48.84,0.54,1.16,59.15,86.89,21.94,83.04,6.51,90.48,22.48,89.31,53.33,90.55,4.42,59.65,18.83,31.91,0.04,0.39,0.08,0,0.08,100,0.08,6.82,77.27,1.63,57.14,0.23,33.33,0.7,0.47,8.99,60.34,0,,0,,0,0,0,0,,,0.93,,,0,0,0,0,0,0
A. Moran,Stoke City,Stoke City,"RCMF, AMF",21,3000000,30/06/2028,14,1064,2,1.33,1,1.81,14.46,45.61,Republic of Ireland,Republic of Ireland,right,177,73,yes,6.85,5.58,62.12,1.52,55.56,0.42,0.54,0.25,2.96,3.79,1.1,4,0.34,0,0,1.18,0.17,2,0.17,0.11,0,0,10,0.85,50,20,0.08,1.02,50,0.08,100,0.76,55.56,0.08,1.35,12.5,4.91,31.03,1.1,1.69,0.34,22.58,0.93,1.02,32.57,77.66,9.05,56.07,8.71,96.12,9.3,80.91,29.27,82.08,2.28,33.33,17.09,28.59,0.15,1.27,0,0.08,0.17,50,0.51,4.48,54.72,2.45,55.17,0.25,33.33,0.93,0.42,4.99,67.8,0,,0,,0,0,0,0,,,0.59,,,0,0,0,0,0,0
E. Kayembe,Watford,Watford,"LCMF, AMF, RCMF",26,3000000,30/06/2026,16,1294,5,2.58,0,0.47,19.47,37.86,Congo DR,Congo DR,left,183,77,no,5.7,5.63,69.14,2.43,17.14,0,0,0.14,1.81,2.6,0.77,2,0.14,0,0,1.32,0.35,4,0.28,0.18,0,0,19,1.32,36.84,26.316,0,0.83,33.33,0.21,33.33,0.63,33.33,0.21,1.32,42.11,8.28,26.89,0.83,0.83,0.21,22.4,0.49,0.83,31.3,85.33,5.7,62.2,7.93,94.74,13.49,89.18,28.17,89.88,2.43,45.71,17.97,31.02,0.03,0.63,0,0,0.21,0,0.07,3.69,62.26,1.53,40.91,0.49,14.29,0.42,0.28,3.55,68.63,0,,0,,0,0,0,0,,,0.21,,,0.14,0,0,0.63,1,100
R. Porteous,Watford,Watford,"RCB, LCB",25,3000000,30/06/2027,13,1059,2,1.3,0,0.1,16.4,53.89,Scotland,Scotland,right,188,73,no,10.28,7.22,58.82,3.99,53.19,0.51,0.74,0.68,5.52,8.06,1.78,7,0.59,0,0,0.34,0.17,2,0.17,0.11,0,0,5,0.42,40,40,0,0.25,0,0.08,0,0.17,0,0,0.34,50,2.12,44,0.85,0.34,0,28.22,0.08,1.61,40.11,87.71,16.06,82.01,2.38,92.86,15.64,92.39,36.03,92.92,3.82,44.44,18.1,35.12,0.01,0.17,0,0,0,0,0,4.08,60.42,0.85,30,0.17,50,0.42,0,6.2,72.6,0,,0,,0,0,0,0,,,0.85,,,0,0,0,0,0,0
Y. Larouci,Watford,Watford,"LWB, LB",23,3000000,30/06/2026,15,833,0,0.81,3,1.11,18.15,45.83,Algeria,"Algeria, France",left,176,68,yes,8.32,6.05,48.21,2.05,36.84,0.11,0.15,0.11,5.29,7.14,0.97,1,0.11,0,0,4.65,0,0,0,0.09,0,0,13,1.4,15.38,0,0.32,3.78,40,3.78,40,0,0,0.97,3.89,75,8,48.65,2.59,2.27,0,25.17,1.62,0.76,35.55,76.6,8.86,60.98,7.45,92.75,11.56,76.64,29.39,85.29,2.38,27.27,17.21,21.98,0.12,1.3,0,0,0.11,0,0.86,2.27,52.38,3.35,48.39,0,0,0.65,1.4,7.24,62.69,0,,0,,0,0,0,0,,,0.22,,,0,0,0,0.22,0,0
S. Twine,Bristol City,Bristol City,"LAMF, AMF, CF",25,3000000,30/06/2028,10,697,1,2.23,1,2.1,14.72,42.11,England,England,right,174,69,no,5.16,4.78,54.05,0.77,33.33,0,0,0,2.58,3.87,1.68,2,0.26,0,0,1.68,0.13,1,0.13,0.29,0,0,23,2.97,26.09,4.348,0.13,0.9,14.29,0.52,25,0.39,0,0.13,1.55,50,7.1,41.82,2.2,0.77,0.26,16.53,0.65,2.07,22.34,78.61,5.42,59.52,7.1,92.73,6.33,81.63,20.4,83.54,1.03,37.5,17.09,15.45,0.27,2.07,0,0,0,0,0.52,2.2,58.82,2.58,60,0,0,1.42,0.13,2.45,84.21,0,,0,,0,0,0,0,,,0.26,,,1.94,0.77,50,4.39,0,0
J. Latibeaudiere,Coventry City,Coventry City,"RCB, CB",24,3000000,30/06/2027,14,1206,0,0.21,0,0,13.96,62.57,England,"England, Jamaica",right,180,81,no,7.61,5.45,73.97,4.1,65.45,0.07,0.1,0.6,3.51,4.78,0.6,4,0.3,0,0,0.3,0,0,0,0.02,0,0,4,0.3,25,0,0,0.22,66.67,0.07,100,0.07,0,0,0.07,100,1.72,47.83,0.52,0.6,0,39.48,0.45,0.67,53.66,90.4,18.21,81.97,4.85,98.46,26.12,94.86,48.51,94,4.93,56.06,20.61,39.68,0,0,0.07,0.07,0,0,0,5.9,72.15,0.67,77.78,0.15,50,0.37,0.15,7.24,71.13,0,,0,,0,0,0,0,,,1.94,,,0,0,0,0,0,0
K. Paal,Queens Park Rangers,Queens Park Rangers,LB,27,2800000,30/06/2025,12,985,0,0.05,1,0.68,12.61,43.48,Netherlands,"Netherlands, Suriname",left,174,70,no,7.68,5.12,58.93,3.02,30.3,0.27,0.35,0.37,4.39,5.65,0.55,1,0.09,0,0,0.64,0,0,0,0,0,0,2,0.18,0,0,0.09,1.55,29.41,1.55,29.41,0,0,0.37,0.46,40,2.83,29.03,0.37,0.46,0,28.6,0.64,0.82,37.01,85.93,13.8,79.47,6.49,95.77,10.32,88.5,32.16,91.48,3.29,58.33,18.79,37.77,0.06,0.46,0,0,0,0,0.18,5.21,73.68,1.83,35,0,0,0.27,0.55,7.04,74.03,0,,0,,0,0,0,0,,,0.73,,,0,0,0,0,0,0
D. Goutas,Cardiff City,Cardiff City,"RCB, LCB",30,2800000,30/06/2025,13,1252,0,1.53,1,0,11.5,61.25,Greece,Greece,right,189,81,no,8.12,3.52,69.39,4.82,59.7,0.43,0.58,0.58,5.25,7,0.58,1,0.07,0,0,0.29,0,0,0,0.11,0,0,7,0.5,42.86,0,0.07,0,0,0,0,0,0,0,0.07,100,1.01,28.57,0.72,0.36,0,33.57,0.07,0.36,46.08,90.17,19.91,82.67,2.08,93.1,21.21,97.29,42.2,93.02,3.88,59.26,21.48,43.42,0,0,0,0,0,0,0,5.03,78.57,0.22,33.33,0.29,50,0.14,0,8.48,69.49,0,,0,,0,0,0,0,,,1.65,,,0,0,0,0,0,0
J. Maja,West Bromwich Albion,West Bromwich Albion,CF,25,2800000,30/06/2026,17,1460,10,6.25,1,2.1,15.41,36,England,"England, Nigeria",right,181,76,no,2.71,2.03,60.61,2.84,43.48,0,0,0.06,1.48,2.02,0.8,2,0.12,0,0,1.79,0.62,10,0.62,0.39,4,0.25,32,1.97,46.88,31.25,0.06,0.12,50,0,0,0,0,0,1.05,64.71,7.09,32.17,3.08,0.43,0.06,12.58,0.99,1.36,17.69,82.58,3.76,70.49,5.67,85.87,4.32,91.43,16.89,83.94,0.68,54.55,13.85,13.61,0.13,0.62,0,0.06,0.25,50,0.37,1.66,74.07,0.62,70,0.25,50,0.8,0.06,1.85,66.67,0,,0,,0,0,0,0,,,0.06,,,0,0,0,0,0,0
J. Stacey,Norwich City,Norwich City,RB,28,2800000,30/06/2026,16,887,0,0.45,4,1.43,14.81,48.63,England,England,right,180,68,no,8.93,6.8,55.22,2.03,50,0.91,1.28,0.51,4.26,5.97,1.32,2,0.2,0,0,2.03,0,0,0,0.05,0,0,4,0.41,25,0,0.41,3.15,35.48,0,0,3.04,36.67,0.71,1.62,43.75,4.26,38.1,1.83,1.72,0.41,24.55,3.04,0.41,31.96,80,7,56.52,8.42,100,11.16,80,26.99,88.35,1.93,31.58,19.19,21.29,0.15,0.91,0,0,0.1,100,0.51,2.33,69.57,2.13,57.14,0.1,0,0.1,1.22,5.38,49.06,0,,0,,0,0,0,0,,,0.51,,,0,0,0,0,0,0
I. Ugbo,Sheffield Wednesday,Sheffield Wednesday,"CF, LWF",26,2800000,30/06/2026,16,834,0,1.14,0,0.18,19.75,21.31,England,"England, Canada",right,184,80,no,2.16,3.13,34.48,6.37,16.95,0,0,0,1.08,1.29,1.29,1,0.11,0,0,0.65,0,0,0,0.12,0,0,8,0.86,25,0,0,0.11,0,0,0,0.11,0,0,1.08,40,7.01,23.08,1.62,0.32,0,5.72,0.32,0.76,10.04,79.57,1.62,66.67,3.13,89.66,1.94,72.22,9.82,81.32,0.11,0,12.01,5.5,0.02,0.32,0,0,0,0,0.11,0.54,40,0.54,80,0,0,0.43,0,0.76,28.57,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
